id_establecimiento,codigo_localidad,demanda_total,M_t,s_j,delta_j
111001107786,11,2367.0,96130.62656641605,0.024622745992034647,-0.7083523558778135
111001107794,18,1859.0,56001.05263157895,0.03319580459013928,-0.4095995052576713
111001107816,19,3925.0,100641.05263157895,0.038999989540733616,-0.24846162748485323
111001107832,07,2206.0,115661.05263157895,0.019072971841496932,-0.9637507593891157
111001107859,19,2912.0,100641.05263157895,0.028934514533150647,-0.5469878483847856
111001107867,07,3390.0,115661.05263157895,0.02930977993774914,-0.5341017588280672
111001107875,07,6997.0,115661.05263157895,0.060495731629625585,0.19054980554333323
111001107883,08,3098.0,118926.74641148325,0.026049648993852113,-0.6520187116438447
111001108456,10,2208.0,68328.42105263159,0.0323145181168351,-0.4365063988828024
111001108901,10,3033.0,68328.42105263159,0.04438855681538082,-0.11904129859120705
111001109550,10,2777.0,68328.42105263159,0.04064194601922602,-0.2072223189729887
111001110477,08,1942.0,118926.74641148325,0.01632937971144635,-1.119057083769389
111001800091,09,2783.0,29136.84210526316,0.09551481213872831,0.6472583309607249
111001800163,11,964.0,96130.62656641605,0.01002802160385357,-1.6066396707812518
111001800384,07,1387.0,115661.05263157895,0.011991936511403557,-1.4277885388877318
111001800392,07,592.0,115661.05263157895,0.005118404048126104,-2.2791803243185575
111001800414,19,1553.0,100641.05263157895,0.015431078664142497,-1.1756394345526755
111001800422,19,2148.0,100641.05263157895,0.02134317898942568,-0.8512908020726067
111001800431,08,682.0,118926.74641148325,0.005734622535121737,-2.1655010747771963
111001800457,07,1816.0,115661.05263157895,0.015701050255738182,-1.1582954000413248
111001800554,08,715.0,118926.74641148325,0.006012104270692143,-2.118248189926651
111001800562,05,748.0,67218.94736842105,0.011127814839174419,-1.5025751901281814
111001800571,19,1178.0,100641.05263157895,0.011704965013753935,-1.4520098934898304
111001800635,19,1163.0,100641.05263157895,0.011555920467738392,-1.464825105182698
111001800643,07,1179.0,115661.05263157895,0.010193578332332223,-1.5902650586651927
111001800660,05,578.0,67218.94736842105,0.008598766012089323,-1.7604042994302813
111001800678,07,1165.0,115661.05263157895,0.010072534993356268,-1.6022105932027624
111001800694,07,1155.0,115661.05263157895,0.0099860754655163,-1.6108313362466693
111001800813,11,1503.0,96130.62656641605,0.015634975591900326,-1.1625125756388228
111001801047,04,1066.0,51416.84210526316,0.020732506244114154,-0.8803201869098025
111001801055,10,1349.0,68328.42105263159,0.019742882671925064,-0.9292299500720325
111001801071,10,1340.0,68328.42105263159,0.019611165886122748,-0.9359239133348312
111001801080,07,3109.0,115661.05263157895,0.02688026720544604,-0.6206305491438093
111001801098,07,2397.0,115661.05263157895,0.02072434882324032,-0.8807137247681789
111001801101,07,2361.0,115661.05263157895,0.020413094523016435,-0.8958464221170503
111001801241,08,1621.909090909091,118926.74641148325,0.013637883317662879,-1.2991715470443261
111001801250,11,2811.8571428571427,96130.62656641605,0.029250377775437136,-0.5361305164341235
111001801268,08,2463.5,118926.74641148325,0.02071443198720293,-0.881192350636641
111001801276,19,248.0,100641.05263157895,0.0024642031607903024,-3.01015451153638
