directorio_hog,N_pobre_monetario,N_pobre_extremo,N_pobre_ipm,N_ingpc,N_sin_cp,N_nper,N_gm_educ_hog,N_deficit_cuantitativo,N_deficit_cualitativo,N_deficit_habitacional
1662381,0,0,1,208333.333333333,0,2,,0,1,1
1662381,0,0,1,208333.333333333,0,2,,0,1,1
2201021,0,0,0,275000,0,4,112166.67,0,0,0
2201021,0,0,0,275000,0,4,112166.67,0,0,0
2201021,0,0,0,275000,0,4,112166.67,0,0,0
2201021,0,0,0,275000,0,4,112166.67,0,0,0
2203851,1,0,0,180000,1,5,32166.666,0,1,1
2203851,1,0,0,180000,1,5,32166.666,0,1,1
2203851,1,0,0,180000,1,5,32166.666,0,1,1
2203851,1,0,0,180000,1,5,32166.666,0,1,1
2203851,1,0,0,180000,1,5,32166.666,0,1,1
2221751,0,0,0,1797333.33333333,0,5,100000,0,0,0
2221751,0,0,0,1797333.33333333,0,5,100000,0,0,0
2221751,0,0,0,1797333.33333333,0,5,100000,0,0,0
2221751,0,0,0,1797333.33333333,0,5,100000,0,0,0
2221751,0,0,0,1797333.33333333,0,5,100000,0,0,0
2273591,0,0,0,1150000,1,2,,0,0,0
2273591,0,0,0,1150000,1,2,,0,0,0
2273621,1,0,0,314000,1,3,,0,1,1
2273621,1,0,0,314000,1,3,,0,1,1
2273621,1,0,0,314000,1,3,,0,1,1
2294771,1,0,0,297916.666666667,0,4,1383000,0,0,0
2294771,1,0,0,297916.666666667,0,4,1383000,0,0,0
2294771,1,0,0,297916.666666667,0,4,1383000,0,0,0
2294771,1,0,0,297916.666666667,0,4,1383000,0,0,0
2295081,0,0,0,1081250,1,4,,0,0,0
2295081,0,0,0,1081250,1,4,,0,0,0
2295081,0,0,0,1081250,1,4,,0,0,0
2295081,0,0,0,1081250,1,4,,0,0,0
2297531,0,0,0,770000,0,2,,0,0,0
2297531,0,0,0,770000,0,2,,0,0,0
2331971,1,0,0,435488.5,0,4,384166.66,0,0,0
2331971,1,0,0,435488.5,0,4,384166.66,0,0,0
2331971,1,0,0,435488.5,0,4,384166.66,0,0,0
2331971,1,0,0,435488.5,0,4,384166.66,0,0,0
2333941,0,0,0,355000,0,2,,0,0,0
2333941,0,0,0,355000,0,2,,0,0,0
2334001,0,0,0,350000,0,3,8333.333,0,0,0
2334001,0,0,0,350000,0,3,8333.333,0,0,0
2334001,0,0,0,350000,0,3,8333.333,0,0,0
2335781,1,0,0,315166.666666667,0,3,12500,0,0,0
2335781,1,0,0,315166.666666667,0,3,12500,0,0,0
2335781,1,0,0,315166.666666667,0,3,12500,0,0,0
2341831,0,0,0,544000,1,2,5000,1,0,1
2341831,0,0,0,544000,1,2,5000,1,0,1
2347071,1,1,1,50000,0,2,,0,1,1
2347071,1,1,1,50000,0,2,,0,1,1
2347241,0,0,0,420000,0,5,25000,0,1,1
2347241,0,0,0,420000,0,5,25000,0,1,1
2347241,0,0,0,420000,0,5,25000,0,1,1
2347241,0,0,0,420000,0,5,25000,0,1,1
2347241,0,0,0,420000,0,5,25000,0,1,1
2347261,0,0,0,205000,0,3,,0,1,1
2347261,0,0,0,205000,0,3,,0,1,1
2347261,0,0,0,205000,0,3,,0,1,1
2354391,1,1,0,85416.6666666667,0,4,77500,0,0,0
2354391,1,1,0,85416.6666666667,0,4,77500,0,0,0
2354391,1,1,0,85416.6666666667,0,4,77500,0,0,0
2354391,1,1,0,85416.6666666667,0,4,77500,0,0,0
2354501,0,0,0,506485.5,1,4,,0,0,0
2354501,0,0,0,506485.5,1,4,,0,0,0
2354501,0,0,0,506485.5,1,4,,0,0,0
2354501,0,0,0,506485.5,1,4,,0,0,0
2354521,1,1,0,151087.5,1,6,36666.668,0,0,0
2354521,1,1,0,151087.5,1,6,36666.668,0,0,0
2354521,1,1,0,151087.5,1,6,36666.668,0,0,0
2354521,1,1,0,151087.5,1,6,36666.668,0,0,0
2354521,1,1,0,151087.5,1,6,36666.668,0,0,0
2354521,1,1,0,151087.5,1,6,36666.668,0,0,0
2356031,0,0,0,400000,0,2,,0,0,0
2356031,0,0,0,400000,0,2,,0,0,0
2358711,0,0,0,18666666.6666667,0,1,0,0,0,0
2367611,0,0,0,454125,0,2,0,0,1,1
2367611,0,0,0,454125,0,2,0,0,1,1
2367691,1,1,1,,0,1,,1,0,1
2367741,0,0,0,350000,0,4,20666.666,0,1,1
2367741,0,0,0,350000,0,4,20666.666,0,1,1
2367741,0,0,0,350000,0,4,20666.666,0,1,1
2367741,0,0,0,350000,0,4,20666.666,0,1,1
2368201,1,1,0,,0,1,,0,0,0
2368331,0,0,0,1200000,0,1,,0,0,0
2368611,0,0,0,2412500,0,3,2000000,0,0,0
2368611,0,0,0,2412500,0,3,2000000,0,0,0
2368611,0,0,0,2412500,0,3,2000000,0,0,0
2387501,1,0,0,347262.444444444,0,3,,0,0,0
2387501,1,0,0,347262.444444444,0,3,,0,0,0
2387501,1,0,0,347262.444444444,0,3,,0,0,0
2403641,0,0,0,603980,0,5,280000,0,0,0
2403641,0,0,0,603980,0,5,280000,0,0,0
2403641,0,0,0,603980,0,5,280000,0,0,0
2403641,0,0,0,603980,0,5,280000,0,0,0
2403641,0,0,0,603980,0,5,280000,0,0,0
2408231,1,1,0,,1,4,101333.33,0,1,1
2408231,1,1,0,,1,4,101333.33,0,1,1
2408231,1,1,0,,1,4,101333.33,0,1,1
2408231,1,1,0,,1,4,101333.33,0,1,1
2422851,0,0,0,1045833.33333333,0,1,,0,0,0
2423971,0,0,0,650000,0,3,,0,0,0
2423971,0,0,0,650000,0,3,,0,0,0
2423971,0,0,0,650000,0,3,,0,0,0
2441691,0,0,0,447222.222222222,0,3,245833.34,0,0,0
2441691,0,0,0,447222.222222222,0,3,245833.34,0,0,0
2441691,0,0,0,447222.222222222,0,3,245833.34,0,0,0
2477391,1,1,0,,0,3,332000,1,0,1
2477391,1,1,0,,0,3,332000,1,0,1
2477391,1,1,0,,0,3,332000,1,0,1
3231661,0,0,0,502000,1,4,,0,0,0
3231661,0,0,0,502000,1,4,,0,0,0
3231661,0,0,0,502000,1,4,,0,0,0
3231661,0,0,0,502000,1,4,,0,0,0
3231701,0,0,0,700000,0,1,,0,1,1
3231731,1,0,0,150000,1,4,74166.664,0,0,0
3231731,1,0,0,150000,1,4,74166.664,0,0,0
3231731,1,0,0,150000,1,4,74166.664,0,0,0
3231731,1,0,0,150000,1,4,74166.664,0,0,0
3231741,1,0,0,200000,0,1,,0,0,0
3231761,0,0,0,972916.666666667,0,2,,0,0,0
3231761,0,0,0,972916.666666667,0,2,,0,0,0
3231771,0,0,0,415397.555555556,1,3,4000,0,1,1
3231771,0,0,0,415397.555555556,1,3,4000,0,1,1
3231771,0,0,0,415397.555555556,1,3,4000,0,1,1
3231781,1,0,0,189000,0,5,4000,0,1,1
3231781,1,0,0,189000,0,5,4000,0,1,1
3231781,1,0,0,189000,0,5,4000,0,1,1
3231781,1,0,0,189000,0,5,4000,0,1,1
3231781,1,0,0,189000,0,5,4000,0,1,1
3231791,0,0,0,402666.666666667,1,3,0,0,1,1
3231791,0,0,0,402666.666666667,1,3,0,0,1,1
3231791,0,0,0,402666.666666667,1,3,0,0,1,1
3231811,1,1,0,,0,1,,0,0,0
3231821,0,0,0,5887500,0,2,0,0,0,0
3231821,0,0,0,5887500,0,2,0,0,0,0
3231831,0,0,0,3100000,0,1,,0,0,0
3231861,0,0,0,608333.333333333,0,2,,0,0,0
3231861,0,0,0,608333.333333333,0,2,,0,0,0
3231871,0,0,0,1816666.66666667,0,4,200000,0,0,0
3231871,0,0,0,1816666.66666667,0,4,200000,0,0,0
3231871,0,0,0,1816666.66666667,0,4,200000,0,0,0
3231871,0,0,0,1816666.66666667,0,4,200000,0,0,0
3231891,0,0,0,926530,0,1,,0,0,0
3231901,0,0,0,1022100.08333333,0,1,,0,0,0
3231911,0,0,0,636045.875,0,2,,0,0,0
3231911,0,0,0,636045.875,0,2,,0,0,0
3231921,0,0,0,1090690.5,0,1,,0,0,0
3231931,0,0,0,587571.958333333,0,2,,0,0,0
3231931,0,0,0,587571.958333333,0,2,,0,0,0
3231951,0,0,0,225000,1,4,265000,0,0,0
3231951,0,0,0,225000,1,4,265000,0,0,0
3231951,0,0,0,225000,1,4,265000,0,0,0
3231951,0,0,0,225000,1,4,265000,0,0,0
3231961,0,0,0,942298,0,2,,0,0,0
3231961,0,0,0,942298,0,2,,0,0,0
3231971,0,0,0,1231250,0,4,,0,0,0
3231971,0,0,0,1231250,0,4,,0,0,0
3231971,0,0,0,1231250,0,4,,0,0,0
3231971,0,0,0,1231250,0,4,,0,0,0
3231981,0,0,0,1850000,0,1,,0,0,0
3231991,0,0,0,942298,0,1,,0,0,0
3232001,0,0,0,453856.2,0,5,5000,1,0,1
3232001,0,0,0,453856.2,0,5,5000,1,0,1
3232001,0,0,0,453856.2,0,5,5000,1,0,1
3232001,0,0,0,453856.2,0,5,5000,1,0,1
3232001,0,0,0,453856.2,0,5,5000,1,0,1
3232011,1,0,0,158333.333333333,0,2,,0,0,0
3232011,1,0,0,158333.333333333,0,2,,0,0,0
3232021,0,0,0,262320.25,0,4,,1,0,1
3232021,0,0,0,262320.25,0,4,,1,0,1
3232021,0,0,0,262320.25,0,4,,1,0,1
3232021,0,0,0,262320.25,0,4,,1,0,1
3232041,0,0,1,800000,0,1,,0,1,1
3232051,1,1,0,,0,1,,1,0,1
3232061,1,1,0,,0,2,,1,0,1
3232061,1,1,0,,0,2,,1,0,1
3232071,0,0,0,284375,1,4,,0,1,1
3232071,0,0,0,284375,1,4,,0,1,1
3232071,0,0,0,284375,1,4,,0,1,1
3232071,0,0,0,284375,1,4,,0,1,1
3232081,0,0,0,416600,1,5,55333.332,0,0,0
3232081,0,0,0,416600,1,5,55333.332,0,0,0
3232081,0,0,0,416600,1,5,55333.332,0,0,0
3232081,0,0,0,416600,1,5,55333.332,0,0,0
3232081,0,0,0,416600,1,5,55333.332,0,0,0
3232091,0,0,0,4625000,0,2,2083333.4,0,0,0
3232091,0,0,0,4625000,0,2,2083333.4,0,0,0
3232111,0,0,1,290000,0,5,70000,0,1,1
3232111,0,0,1,290000,0,5,70000,0,1,1
3232111,0,0,1,290000,0,5,70000,0,1,1
3232111,0,0,1,290000,0,5,70000,0,1,1
3232111,0,0,1,290000,0,5,70000,0,1,1
3232121,0,0,1,350000,0,2,,0,0,0
3232121,0,0,1,350000,0,2,,0,0,0
3232131,0,0,0,300000,,2,,0,0,0
3232131,0,0,0,300000,,2,,0,0,0
3232141,0,0,0,363200,,5,,0,0,0
3232141,0,0,0,363200,,5,,0,0,0
3232141,0,0,0,363200,,5,,0,0,0
3232141,0,0,0,363200,,5,,0,0,0
3232141,0,0,0,363200,,5,,0,0,0
3232151,0,0,0,635333.333333333,0,3,,0,0,0
3232151,0,0,0,635333.333333333,0,3,,0,0,0
3232151,0,0,0,635333.333333333,0,3,,0,0,0
3232161,0,0,0,361000,1,6,50000,0,0,0
3232161,0,0,0,361000,1,6,50000,0,0,0
3232161,0,0,0,361000,1,6,50000,0,0,0
3232161,0,0,0,361000,1,6,50000,0,0,0
3232161,0,0,0,361000,1,6,50000,0,0,0
3232161,0,0,0,361000,1,6,50000,0,0,0
3232171,0,0,0,2101833.33333333,0,2,0,0,1,1
3232171,0,0,0,2101833.33333333,0,2,0,0,1,1
3232191,1,1,1,4166.66666666667,0,2,,1,0,1
3232191,1,1,1,4166.66666666667,0,2,,1,0,1
3232221,0,0,0,850000,0,2,574250,0,0,0
3232221,0,0,0,850000,0,2,574250,0,0,0
3232241,0,0,0,629705.2,1,5,,0,1,1
3232241,0,0,0,629705.2,1,5,,0,1,1
3232241,0,0,0,629705.2,1,5,,0,1,1
3232241,0,0,0,629705.2,1,5,,0,1,1
3232241,0,0,0,629705.2,1,5,,0,1,1
3232251,0,0,0,2591666.66666667,0,2,,0,0,0
3232251,0,0,0,2591666.66666667,0,2,,0,0,0
3232261,0,0,0,1562500,0,2,51750,0,0,0
3232261,0,0,0,1562500,0,2,51750,0,0,0
3232271,1,1,0,,0,1,0,0,0,0
3232291,0,0,0,325833.333333333,1,3,,1,0,1
3232291,0,0,0,325833.333333333,1,3,,1,0,1
3232291,0,0,0,325833.333333333,1,3,,1,0,1
3232301,1,1,0,,0,2,,1,0,1
3232301,1,1,0,,0,2,,1,0,1
3232311,1,1,1,,1,3,,1,0,1
3232311,1,1,1,,1,3,,1,0,1
3232311,1,1,1,,1,3,,1,0,1
3232321,0,0,1,571666.75,1,4,,1,0,1
3232321,0,0,1,571666.75,1,4,,1,0,1
3232321,0,0,1,571666.75,1,4,,1,0,1
3232321,0,0,1,571666.75,1,4,,1,0,1
3232331,0,0,0,390833.333333333,1,4,1666.6666,0,0,0
3232331,0,0,0,390833.333333333,1,4,1666.6666,0,0,0
3232331,0,0,0,390833.333333333,1,4,1666.6666,0,0,0
3232331,0,0,0,390833.333333333,1,4,1666.6666,0,0,0
3232341,0,0,0,1900000,0,2,429166.69,0,0,0
3232341,0,0,0,1900000,0,2,429166.69,0,0,0
3232351,1,1,0,,0,1,,0,0,0
3232361,1,0,0,50000,0,2,,0,0,0
3232361,1,0,0,50000,0,2,,0,0,0
3232381,0,0,0,676822.222222222,0,3,220833.34,0,0,0
3232381,0,0,0,676822.222222222,0,3,220833.34,0,0,0
3232381,0,0,0,676822.222222222,0,3,220833.34,0,0,0
3232391,0,0,0,1083901.5,0,2,,0,1,1
3232391,0,0,0,1083901.5,0,2,,0,1,1
3232401,0,0,0,800000,0,1,,0,0,0
3232431,0,0,0,411111.111111111,,3,,0,0,0
3232431,0,0,0,411111.111111111,,3,,0,0,0
3232431,0,0,0,411111.111111111,,3,,0,0,0
3232441,0,0,0,500000,,2,,0,0,0
3232441,0,0,0,500000,,2,,0,0,0
3232451,0,0,0,725381.5,0,4,5000,0,0,0
3232451,0,0,0,725381.5,0,4,5000,0,0,0
3232451,0,0,0,725381.5,0,4,5000,0,0,0
3232451,0,0,0,725381.5,0,4,5000,0,0,0
3232461,0,0,0,343166.666666667,1,3,,0,1,1
3232461,0,0,0,343166.666666667,1,3,,0,1,1
3232461,0,0,0,343166.666666667,1,3,,0,1,1
3232471,1,0,0,177416.666666667,1,6,10000,0,0,0
3232471,1,0,0,177416.666666667,1,6,10000,0,0,0
3232471,1,0,0,177416.666666667,1,6,10000,0,0,0
3232471,1,0,0,177416.666666667,1,6,10000,0,0,0
3232471,1,0,0,177416.666666667,1,6,10000,0,0,0
3232471,1,0,0,177416.666666667,1,6,10000,0,0,0
3232481,1,1,0,,0,1,,0,0,0
3232521,0,0,0,400000,0,1,,0,0,0
3232531,1,1,0,8333.33333333333,1,3,,0,0,0
3232531,1,1,0,8333.33333333333,1,3,,0,0,0
3232531,1,1,0,8333.33333333333,1,3,,0,0,0
3232541,1,0,0,0,0,5,794666.63,0,0,0
3232541,1,0,0,0,0,5,794666.63,0,0,0
3232541,1,0,0,0,0,5,794666.63,0,0,0
3232541,1,0,0,0,0,5,794666.63,0,0,0
3232541,1,0,0,0,0,5,794666.63,0,0,0
3232561,0,0,0,400000,0,4,385833.34,0,0,0
3232561,0,0,0,400000,0,4,385833.34,0,0,0
3232561,0,0,0,400000,0,4,385833.34,0,0,0
3232561,0,0,0,400000,0,4,385833.34,0,0,0
3232571,0,0,0,500000,0,4,823333.38,0,0,0
3232571,0,0,0,500000,0,4,823333.38,0,0,0
3232571,0,0,0,500000,0,4,823333.38,0,0,0
3232571,0,0,0,500000,0,4,823333.38,0,0,0
3232591,0,0,0,2705000,0,2,,0,0,0
3232591,0,0,0,2705000,0,2,,0,0,0
3232601,0,0,0,1358526,0,1,0,0,0,0
3232631,0,0,0,2028500,0,5,,0,1,1
3232631,0,0,0,2028500,0,5,,0,1,1
3232631,0,0,0,2028500,0,5,,0,1,1
3232631,0,0,0,2028500,0,5,,0,1,1
3232631,0,0,0,2028500,0,5,,0,1,1
3232641,0,0,0,1000000,0,1,,0,0,0
3232661,0,0,0,1200000,0,1,,0,1,1
3232671,0,0,0,1546600,0,5,711000,0,1,1
3232671,0,0,0,1546600,0,5,711000,0,1,1
3232671,0,0,0,1546600,0,5,711000,0,1,1
3232671,0,0,0,1546600,0,5,711000,0,1,1
3232671,0,0,0,1546600,0,5,711000,0,1,1
3232691,0,0,0,760776.833333333,0,3,,0,0,0
3232691,0,0,0,760776.833333333,0,3,,0,0,0
3232691,0,0,0,760776.833333333,0,3,,0,0,0
3232701,0,0,0,692291.666666667,,4,,0,0,0
3232701,0,0,0,692291.666666667,,4,,0,0,0
3232701,0,0,0,692291.666666667,,4,,0,0,0
3232701,0,0,0,692291.666666667,,4,,0,0,0
3232711,1,1,1,83333.3333333333,,1,,0,0,0
3232731,0,0,0,951666.666666667,0,3,66500,0,0,0
3232731,0,0,0,951666.666666667,0,3,66500,0,0,0
3232731,0,0,0,951666.666666667,0,3,66500,0,0,0
3232741,1,1,0,12500,0,4,275000,0,1,1
3232741,1,1,0,12500,0,4,275000,0,1,1
3232741,1,1,0,12500,0,4,275000,0,1,1
3232741,1,1,0,12500,0,4,275000,0,1,1
3232742,0,0,0,450000,1,1,,0,0,0
3232751,0,0,0,327500,0,5,115000.01,0,0,0
3232751,0,0,0,327500,0,5,115000.01,0,0,0
3232751,0,0,0,327500,0,5,115000.01,0,0,0
3232751,0,0,0,327500,0,5,115000.01,0,0,0
3232751,0,0,0,327500,0,5,115000.01,0,0,0
3232761,0,0,0,3200000,0,2,0,0,0,0
3232761,0,0,0,3200000,0,2,0,0,0,0
3232771,0,0,1,616666.666666667,1,6,,0,1,1
3232771,0,0,1,616666.666666667,1,6,,0,1,1
3232771,0,0,1,616666.666666667,1,6,,0,1,1
3232771,0,0,1,616666.666666667,1,6,,0,1,1
3232771,0,0,1,616666.666666667,1,6,,0,1,1
3232771,0,0,1,616666.666666667,1,6,,0,1,1
3232781,0,0,0,741666.666666667,0,1,,0,0,0
3232791,0,0,0,491500,0,2,,0,0,0
3232791,0,0,0,491500,0,2,,0,0,0
3232801,0,0,0,2300000,0,1,,0,0,0
3232811,0,0,0,5000000,0,2,,0,0,0
3232811,0,0,0,5000000,0,2,,0,0,0
3232821,0,0,0,1687500,,2,,0,0,0
3232821,0,0,0,1687500,,2,,0,0,0
3232841,1,1,1,,0,1,,0,1,1
3232851,0,0,0,335600,0,5,76666.664,0,0,0
3232851,0,0,0,335600,0,5,76666.664,0,0,0
3232851,0,0,0,335600,0,5,76666.664,0,0,0
3232851,0,0,0,335600,0,5,76666.664,0,0,0
3232851,0,0,0,335600,0,5,76666.664,0,0,0
3232871,0,0,0,523000,0,3,0,0,1,1
3232871,0,0,0,523000,0,3,0,0,1,1
3232871,0,0,0,523000,0,3,0,0,1,1
3232881,1,0,0,83750,1,4,47500,0,0,0
3232881,1,0,0,83750,1,4,47500,0,0,0
3232881,1,0,0,83750,1,4,47500,0,0,0
3232881,1,0,0,83750,1,4,47500,0,0,0
3232891,0,0,0,980000,0,1,,0,0,0
3232901,1,1,0,88888.88888888891,0,3,,0,0,0
3232901,1,1,0,88888.88888888891,0,3,,0,0,0
3232901,1,1,0,88888.88888888891,0,3,,0,0,0
3232921,1,0,0,286666.666666667,0,3,,0,0,0
3232921,1,0,0,286666.666666667,0,3,,0,0,0
3232921,1,0,0,286666.666666667,0,3,,0,0,0
3232931,1,1,0,33333.3333333333,0,2,,0,0,0
3232931,1,1,0,33333.3333333333,0,2,,0,0,0
3232941,1,0,0,257500,1,4,82500,0,0,0
3232941,1,0,0,257500,1,4,82500,0,0,0
3232941,1,0,0,257500,1,4,82500,0,0,0
3232941,1,0,0,257500,1,4,82500,0,0,0
3232951,1,0,0,133333.333333333,0,3,30000,0,0,0
3232951,1,0,0,133333.333333333,0,3,30000,0,0,0
3232951,1,0,0,133333.333333333,0,3,30000,0,0,0
3232961,0,0,0,395000,1,5,4166.6665,0,1,1
3232961,0,0,0,395000,1,5,4166.6665,0,1,1
3232961,0,0,0,395000,1,5,4166.6665,0,1,1
3232961,0,0,0,395000,1,5,4166.6665,0,1,1
3232961,0,0,0,395000,1,5,4166.6665,0,1,1
3232981,0,0,0,312500,1,4,,0,0,0
3232981,0,0,0,312500,1,4,,0,0,0
3232981,0,0,0,312500,1,4,,0,0,0
3232981,0,0,0,312500,1,4,,0,0,0
3232991,1,0,0,120000,1,4,,1,0,1
3232991,1,0,0,120000,1,4,,1,0,1
3232991,1,0,0,120000,1,4,,1,0,1
3232991,1,0,0,120000,1,4,,1,0,1
3233001,0,0,0,185000,0,2,0,0,0,0
3233001,0,0,0,185000,0,2,0,0,0,0
3233011,0,0,0,271000,0,4,,0,0,0
3233011,0,0,0,271000,0,4,,0,0,0
3233011,0,0,0,271000,0,4,,0,0,0
3233011,0,0,0,271000,0,4,,0,0,0
3233021,0,0,0,302666.666666667,1,3,,0,0,0
3233021,0,0,0,302666.666666667,1,3,,0,0,0
3233021,0,0,0,302666.666666667,1,3,,0,0,0
3233031,1,1,0,,1,3,,1,0,1
3233031,1,1,0,,1,3,,1,0,1
3233031,1,1,0,,1,3,,1,0,1
3233041,0,0,0,750000,0,2,,0,0,0
3233041,0,0,0,750000,0,2,,0,0,0
3233051,0,0,0,1109583.33333333,0,2,,0,1,1
3233051,0,0,0,1109583.33333333,0,2,,0,1,1
3233081,0,0,0,1200000,0,1,,0,0,0
3233091,0,0,1,573958.333333333,1,8,6666.6665,0,1,1
3233091,0,0,1,573958.333333333,1,8,6666.6665,0,1,1
3233091,0,0,1,573958.333333333,1,8,6666.6665,0,1,1
3233091,0,0,1,573958.333333333,1,8,6666.6665,0,1,1
3233091,0,0,1,573958.333333333,1,8,6666.6665,0,1,1
3233091,0,0,1,573958.333333333,1,8,6666.6665,0,1,1
3233091,0,0,1,573958.333333333,1,8,6666.6665,0,1,1
3233091,0,0,1,573958.333333333,1,8,6666.6665,0,1,1
3233101,0,0,1,320250,0,4,67083.336,0,0,0
3233101,0,0,1,320250,0,4,67083.336,0,0,0
3233101,0,0,1,320250,0,4,67083.336,0,0,0
3233101,0,0,1,320250,0,4,67083.336,0,0,0
3233111,0,0,0,228611.166666667,1,6,,1,0,1
3233111,0,0,0,228611.166666667,1,6,,1,0,1
3233111,0,0,0,228611.166666667,1,6,,1,0,1
3233111,0,0,0,228611.166666667,1,6,,1,0,1
3233111,0,0,0,228611.166666667,1,6,,1,0,1
3233111,0,0,0,228611.166666667,1,6,,1,0,1
3233121,1,0,0,186000,1,5,300000,0,1,1
3233121,1,0,0,186000,1,5,300000,0,1,1
3233121,1,0,0,186000,1,5,300000,0,1,1
3233121,1,0,0,186000,1,5,300000,0,1,1
3233121,1,0,0,186000,1,5,300000,0,1,1
3233131,0,0,1,242916.666666667,1,4,6250,0,0,0
3233131,0,0,1,242916.666666667,1,4,6250,0,0,0
3233131,0,0,1,242916.666666667,1,4,6250,0,0,0
3233131,0,0,1,242916.666666667,1,4,6250,0,0,0
3233141,0,0,0,360416.666666667,0,4,5000,0,0,0
3233141,0,0,0,360416.666666667,0,4,5000,0,0,0
3233141,0,0,0,360416.666666667,0,4,5000,0,0,0
3233141,0,0,0,360416.666666667,0,4,5000,0,0,0
3233151,0,0,0,475000,1,4,,0,0,0
3233151,0,0,0,475000,1,4,,0,0,0
3233151,0,0,0,475000,1,4,,0,0,0
3233151,0,0,0,475000,1,4,,0,0,0
3233161,0,0,0,720833.333333333,0,2,,0,1,1
3233161,0,0,0,720833.333333333,0,2,,0,1,1
3233171,0,0,0,450000,0,2,,0,1,1
3233171,0,0,0,450000,0,2,,0,1,1
3233191,1,1,0,0,0,2,235500,0,1,1
3233191,1,1,0,0,0,2,235500,0,1,1
3233211,0,0,0,1815416.66666667,0,2,,0,0,0
3233211,0,0,0,1815416.66666667,0,2,,0,0,0
3233231,0,0,1,170000,1,5,,0,1,1
3233231,0,0,1,170000,1,5,,0,1,1
3233231,0,0,1,170000,1,5,,0,1,1
3233231,0,0,1,170000,1,5,,0,1,1
3233231,0,0,1,170000,1,5,,0,1,1
3233241,1,1,1,100000,1,6,162500,0,1,1
3233241,1,1,1,100000,1,6,162500,0,1,1
3233241,1,1,1,100000,1,6,162500,0,1,1
3233241,1,1,1,100000,1,6,162500,0,1,1
3233241,1,1,1,100000,1,6,162500,0,1,1
3233241,1,1,1,100000,1,6,162500,0,1,1
3233251,0,0,0,400000,0,2,60833.332,0,0,0
3233251,0,0,0,400000,0,2,60833.332,0,0,0
3233261,0,0,0,454000,0,2,,0,0,0
3233261,0,0,0,454000,0,2,,0,0,0
3233271,0,0,0,266666.666666667,0,3,30000,1,0,1
3233271,0,0,0,266666.666666667,0,3,30000,1,0,1
3233271,0,0,0,266666.666666667,0,3,30000,1,0,1
3233301,0,0,0,507490,0,2,,0,0,0
3233301,0,0,0,507490,0,2,,0,0,0
3233311,1,1,0,,0,1,,0,0,0
3233341,1,1,0,,0,2,,0,0,0
3233341,1,1,0,,0,2,,0,0,0
3233351,0,0,0,323708.333333333,,4,,0,0,0
3233351,0,0,0,323708.333333333,,4,,0,0,0
3233351,0,0,0,323708.333333333,,4,,0,0,0
3233351,0,0,0,323708.333333333,,4,,0,0,0
3233371,1,0,0,235416.666666667,1,4,10000,0,0,0
3233371,1,0,0,235416.666666667,1,4,10000,0,0,0
3233371,1,0,0,235416.666666667,1,4,10000,0,0,0
3233371,1,0,0,235416.666666667,1,4,10000,0,0,0
3233391,0,0,0,325000,1,4,40000,0,0,0
3233391,0,0,0,325000,1,4,40000,0,0,0
3233391,0,0,0,325000,1,4,40000,0,0,0
3233391,0,0,0,325000,1,4,40000,0,0,0
3233401,1,0,0,165222.166666667,1,6,15000,0,0,0
3233401,1,0,0,165222.166666667,1,6,15000,0,0,0
3233401,1,0,0,165222.166666667,1,6,15000,0,0,0
3233401,1,0,0,165222.166666667,1,6,15000,0,0,0
3233401,1,0,0,165222.166666667,1,6,15000,0,0,0
3233401,1,0,0,165222.166666667,1,6,15000,0,0,0
3233411,1,0,0,163333.333333333,1,6,16666.666,0,1,1
3233411,1,0,0,163333.333333333,1,6,16666.666,0,1,1
3233411,1,0,0,163333.333333333,1,6,16666.666,0,1,1
3233411,1,0,0,163333.333333333,1,6,16666.666,0,1,1
3233411,1,0,0,163333.333333333,1,6,16666.666,0,1,1
3233411,1,0,0,163333.333333333,1,6,16666.666,0,1,1
3233421,0,0,0,452666.666666667,1,3,68333.336,0,0,0
3233421,0,0,0,452666.666666667,1,3,68333.336,0,0,0
3233421,0,0,0,452666.666666667,1,3,68333.336,0,0,0
3233431,0,0,0,1400000,0,2,63333.332,0,0,0
3233431,0,0,0,1400000,0,2,63333.332,0,0,0
3233441,0,0,0,333333.333333333,0,3,320833.34,0,0,0
3233441,0,0,0,333333.333333333,0,3,320833.34,0,0,0
3233441,0,0,0,333333.333333333,0,3,320833.34,0,0,0
3233451,0,0,0,529583.333333333,1,2,,0,0,0
3233451,0,0,0,529583.333333333,1,2,,0,0,0
3233471,0,0,0,277000,1,4,10666.667,0,1,1
3233471,0,0,0,277000,1,4,10666.667,0,1,1
3233471,0,0,0,277000,1,4,10666.667,0,1,1
3233471,0,0,0,277000,1,4,10666.667,0,1,1
3233481,0,0,0,402842,1,3,,0,1,1
3233481,0,0,0,402842,1,3,,0,1,1
3233481,0,0,0,402842,1,3,,0,1,1
3233491,0,0,0,302000,1,4,8333.333,1,0,1
3233491,0,0,0,302000,1,4,8333.333,1,0,1
3233491,0,0,0,302000,1,4,8333.333,1,0,1
3233491,0,0,0,302000,1,4,8333.333,1,0,1
3233501,0,0,0,1540000,1,3,,0,0,0
3233501,0,0,0,1540000,1,3,,0,0,0
3233501,0,0,0,1540000,1,3,,0,0,0
3233561,1,1,0,,0,1,,0,0,0
3233571,0,0,0,641347.333333333,0,3,0,0,0,0
