directorio_hog,N_pobre_monetario,N_pobre_extremo,N_pobre_ipm,N_ingpc,N_sin_cp,N_nper,N_gm_educ_hog,N_deficit_cuantitativo,N_deficit_cualitativo,N_deficit_habitacional
11575581,1,0,0,308333.333333333,1,6,0,0,0,0
11575581,1,0,0,308333.333333333,1,6,0,0,0,0
11575581,1,0,0,308333.333333333,1,6,0,0,0,0
11575581,1,0,0,308333.333333333,1,6,0,0,0,0
11575591,0,0,0,3352416.66666667,0,2,,0,0,0
11575591,0,0,0,3352416.66666667,0,2,,0,0,0
11575601,1,1,0,62500,0,2,261666.67,0,0,0
11575601,1,1,0,62500,0,2,261666.67,0,0,0
11575611,0,0,0,5700000,0,1,,0,0,0
11575621,0,0,0,2569444.44444444,0,3,,0,0,0
11575621,0,0,0,2569444.44444444,0,3,,0,0,0
11575621,0,0,0,2569444.44444444,0,3,,0,0,0
11575631,1,1,0,60000,1,5,308250,1,0,1
11575631,1,1,0,60000,1,5,308250,1,0,1
11575631,1,1,0,60000,1,5,308250,1,0,1
11575631,1,1,0,60000,1,5,308250,1,0,1
11575631,1,1,0,60000,1,5,308250,1,0,1
11575651,0,0,0,2100000,0,2,,0,0,0
11575651,0,0,0,2100000,0,2,,0,0,0
11575661,0,0,0,2800000,0,2,,0,0,0
11575661,0,0,0,2800000,0,2,,0,0,0
11575671,0,0,0,2691666.5,0,2,0,0,0,0
11575671,0,0,0,2691666.5,0,2,0,0,0,0
11575691,1,0,0,312666.666666667,1,3,,0,1,1
11575691,1,0,0,312666.666666667,1,3,,0,1,1
11575691,1,0,0,312666.666666667,1,3,,0,1,1
11575701,1,0,0,12500,0,3,,0,0,0
11575701,1,0,0,12500,0,3,,0,0,0
11575701,1,0,0,12500,0,3,,0,0,0
11575711,0,0,0,1687500,0,2,,0,0,0
11575711,0,0,0,1687500,0,2,,0,0,0
11575731,1,0,1,250000,1,2,,0,0,0
11575731,1,0,1,250000,1,2,,0,0,0
11575741,1,0,0,216666.666666667,1,3,,0,1,1
11575741,1,0,0,216666.666666667,1,3,,0,1,1
11575741,1,0,0,216666.666666667,1,3,,0,1,1
11575751,0,0,0,700000,0,1,,0,0,0
11575761,1,0,0,316666.666666667,1,3,,0,1,1
11575761,1,0,0,316666.666666667,1,3,,0,1,1
11575761,1,0,0,316666.666666667,1,3,,0,1,1
11575771,0,0,0,550000,1,1,,0,0,0
11575781,0,0,0,500000,0,1,,0,0,0
11575791,0,0,0,600000,0,1,,0,0,0
11575801,1,0,0,450000,0,1,44833.336,0,0,0
11575811,0,0,0,700000,0,1,,0,0,0
11575821,0,0,0,700000,0,1,,0,0,0
11575831,0,0,0,600000,0,1,,0,0,0
11575841,0,0,0,650000,0,1,,0,0,0
11575851,0,0,0,650000,0,1,,0,0,0
11575861,1,0,0,350000,1,2,,0,0,0
11575861,1,0,0,350000,1,2,,0,0,0
11575891,1,1,0,100000,0,1,,0,0,0
11575892,0,0,0,3000000,0,1,138333.33,0,0,0
11575901,0,0,0,3397222.22222222,0,3,258333.33,0,0,0
11575901,0,0,0,3397222.22222222,0,3,258333.33,0,0,0
11575901,0,0,0,3397222.22222222,0,3,258333.33,0,0,0
11575911,0,0,0,3141666.66666667,0,3,597499.94,0,0,0
11575911,0,0,0,3141666.66666667,0,3,597499.94,0,0,0
11575911,0,0,0,3141666.66666667,0,3,597499.94,0,0,0
11575921,0,0,0,2001666.66666667,0,2,,0,0,0
11575921,0,0,0,2001666.66666667,0,2,,0,0,0
11575931,0,0,0,3125000,0,4,1424166.6,0,0,0
11575931,0,0,0,3125000,0,4,1424166.6,0,0,0
11575931,0,0,0,3125000,0,4,1424166.6,0,0,0
11575931,0,0,0,3125000,0,4,1424166.6,0,0,0
11575951,1,1,0,,0,3,,0,0,0
11575951,1,1,0,,0,3,,0,0,0
11575951,1,1,0,,0,3,,0,0,0
11575961,0,0,0,1066666.66666667,0,3,,0,0,0
11575961,0,0,0,1066666.66666667,0,3,,0,0,0
11575961,0,0,0,1066666.66666667,0,3,,0,0,0
11575971,0,0,0,1200000,0,1,,0,0,0
11575981,0,0,0,1054000,0,2,,0,0,0
11575981,0,0,0,1054000,0,2,,0,0,0
11575991,0,0,0,5479166.66666667,0,2,,0,0,0
11575991,0,0,0,5479166.66666667,0,2,,0,0,0
11576001,0,0,0,3625000,0,3,3778333.3,0,0,0
11576001,0,0,0,3625000,0,3,3778333.3,0,0,0
11576001,0,0,0,3625000,0,3,3778333.3,0,0,0
11576011,0,0,0,2150000,0,4,926666.69,0,0,0
11576011,0,0,0,2150000,0,4,926666.69,0,0,0
11576011,0,0,0,2150000,0,4,926666.69,0,0,0
11576011,0,0,0,2150000,0,4,926666.69,0,0,0
11576021,0,0,0,8750000,0,2,0,0,0,0
11576021,0,0,0,8750000,0,2,0,0,0,0
11576031,1,0,0,170000,0,4,1012000,0,0,0
11576031,1,0,0,170000,0,4,1012000,0,0,0
11576031,1,0,0,170000,0,4,1012000,0,0,0
11576031,1,0,0,170000,0,4,1012000,0,0,0
11576041,1,1,1,66666.6666666667,1,9,110833.33,0,1,1
11576041,1,1,1,66666.6666666667,1,9,110833.33,0,1,1
11576041,1,1,1,66666.6666666667,1,9,110833.33,0,1,1
11576041,1,1,1,66666.6666666667,1,9,110833.33,0,1,1
11576041,1,1,1,66666.6666666667,1,9,110833.33,0,1,1
11576041,1,1,1,66666.6666666667,1,9,110833.33,0,1,1
11576041,1,1,1,66666.6666666667,1,9,110833.33,0,1,1
11576041,1,1,1,66666.6666666667,1,9,110833.33,0,1,1
11576041,1,1,1,66666.6666666667,1,9,110833.33,0,1,1
11576051,1,1,0,133333.333333333,0,3,,0,0,0
11576051,1,1,0,133333.333333333,0,3,,0,0,0
11576051,1,1,0,133333.333333333,0,3,,0,0,0
11576061,0,0,0,1800000,0,3,,0,0,0
11576061,0,0,0,1800000,0,3,,0,0,0
11576061,0,0,0,1800000,0,3,,0,0,0
11576071,0,0,1,604000,0,2,,0,0,0
11576071,0,0,1,604000,0,2,,0,0,0
11576081,0,0,0,11616666.6666667,0,3,965000,0,0,0
11576081,0,0,0,11616666.6666667,0,3,965000,0,0,0
11576081,0,0,0,11616666.6666667,0,3,965000,0,0,0
11576091,0,0,0,552083.333333333,0,2,83333.328,0,0,0
11576091,0,0,0,552083.333333333,0,2,83333.328,0,0,0
11576101,0,0,0,4145833.33333333,0,2,450000,0,0,0
11576101,0,0,0,4145833.33333333,0,2,450000,0,0,0
11576111,0,0,0,833333.333333333,0,3,1125000,0,0,0
11576111,0,0,0,833333.333333333,0,3,1125000,0,0,0
11576111,0,0,0,833333.333333333,0,3,1125000,0,0,0
11576121,0,0,0,1217142.85714286,0,7,422000,0,0,0
11576121,0,0,0,1217142.85714286,0,7,422000,0,0,0
11576121,0,0,0,1217142.85714286,0,7,422000,0,0,0
11576121,0,0,0,1217142.85714286,0,7,422000,0,0,0
11576121,0,0,0,1217142.85714286,0,7,422000,0,0,0
11576121,0,0,0,1217142.85714286,0,7,422000,0,0,0
11576121,0,0,0,1217142.85714286,0,7,422000,0,0,0
11576131,1,0,0,260000,0,5,,0,1,1
11576131,1,0,0,260000,0,5,,0,1,1
11576131,1,0,0,260000,0,5,,0,1,1
11576131,1,0,0,260000,0,5,,0,1,1
11576131,1,0,0,260000,0,5,,0,1,1
11576141,1,0,0,345000,1,4,,0,0,0
11576141,1,0,0,345000,1,4,,0,0,0
11576141,1,0,0,345000,1,4,,0,0,0
11576141,1,0,0,345000,1,4,,0,0,0
11576151,1,0,0,300000,1,3,,0,0,0
11576151,1,0,0,300000,1,3,,0,0,0
11576151,1,0,0,300000,1,3,,0,0,0
11576161,1,1,0,182966.666666667,0,5,230000,0,1,1
11576161,1,1,0,182966.666666667,0,5,230000,0,1,1
11576161,1,1,0,182966.666666667,0,5,230000,0,1,1
11576161,1,1,0,182966.666666667,0,5,230000,0,1,1
11576161,1,1,0,182966.666666667,0,5,230000,0,1,1
11576171,0,0,0,3508333.33333333,0,4,291666.66,0,0,0
11576171,0,0,0,3508333.33333333,0,4,291666.66,0,0,0
11576171,0,0,0,3508333.33333333,0,4,291666.66,0,0,0
11576171,0,0,0,3508333.33333333,0,4,291666.66,0,0,0
11576181,0,0,1,765555.555555556,0,3,,0,0,0
11576181,0,0,1,765555.555555556,0,3,,0,0,0
11576181,0,0,1,765555.555555556,0,3,,0,0,0
11576191,1,1,1,,0,1,,0,0,0
11576201,1,0,0,336250,1,4,,0,0,0
11576201,1,0,0,336250,1,4,,0,0,0
11576201,1,0,0,336250,1,4,,0,0,0
11576201,1,0,0,336250,1,4,,0,0,0
11576211,0,0,0,6000000,0,2,,0,0,0
11576211,0,0,0,6000000,0,2,,0,0,0
11576231,0,0,0,1177777.77777778,0,3,,0,0,0
11576231,0,0,0,1177777.77777778,0,3,,0,0,0
11576231,0,0,0,1177777.77777778,0,3,,0,0,0
11576241,0,0,0,1840000,0,2,,0,0,0
11576241,0,0,0,1840000,0,2,,0,0,0
11576251,0,0,0,1038888.88888889,0,3,31666.666,0,0,0
11576251,0,0,0,1038888.88888889,0,3,31666.666,0,0,0
11576251,0,0,0,1038888.88888889,0,3,31666.666,0,0,0
11576261,0,0,0,3327083.33333333,0,2,,0,0,0
11576261,0,0,0,3327083.33333333,0,2,,0,0,0
11576271,0,0,0,1097222.22222222,0,3,,0,0,0
11576271,0,0,0,1097222.22222222,0,3,,0,0,0
11576271,0,0,0,1097222.22222222,0,3,,0,0,0
11576281,0,0,0,1262000,0,2,,0,0,0
11576281,0,0,0,1262000,0,2,,0,0,0
11576301,0,0,0,815333.333333333,0,2,,0,0,0
11576301,0,0,0,815333.333333333,0,2,,0,0,0
11576311,1,0,0,300000,1,4,5000,0,0,0
11576311,1,0,0,300000,1,4,5000,0,0,0
11576311,1,0,0,300000,1,4,5000,0,0,0
11576311,1,0,0,300000,1,4,5000,0,0,0
11576321,1,0,0,229166.666666667,1,4,,0,0,0
11576321,1,0,0,229166.666666667,1,4,,0,0,0
11576321,1,0,0,229166.666666667,1,4,,0,0,0
11576321,1,0,0,229166.666666667,1,4,,0,0,0
11576331,1,0,0,400000,0,3,,0,0,0
11576331,1,0,0,400000,0,3,,0,0,0
11576331,1,0,0,400000,0,3,,0,0,0
11576341,1,0,0,247000,1,4,254166.67,0,1,1
11576341,1,0,0,247000,1,4,254166.67,0,1,1
11576341,1,0,0,247000,1,4,254166.67,0,1,1
11576341,1,0,0,247000,1,4,254166.67,0,1,1
11576351,1,1,0,,1,4,,0,0,0
11576351,1,1,0,,1,4,,0,0,0
11576351,1,1,0,,1,4,,0,0,0
11576351,1,1,0,,1,4,,0,0,0
11576371,1,1,0,,0,1,,0,0,0
11576381,0,0,0,666666.666666667,0,3,0,0,0,0
11576381,0,0,0,666666.666666667,0,3,0,0,0,0
11576381,0,0,0,666666.666666667,0,3,0,0,0,0
11576391,0,0,0,440000,1,2,,0,0,0
11576391,0,0,0,440000,1,2,,0,0,0
11576411,1,0,0,381400,1,5,71666.672,0,0,0
11576411,1,0,0,381400,1,5,71666.672,0,0,0
11576411,1,0,0,381400,1,5,71666.672,0,0,0
11576411,1,0,0,381400,1,5,71666.672,0,0,0
11576411,1,0,0,381400,1,5,71666.672,0,0,0
11576431,0,0,0,600000,0,1,,0,0,0
11576461,1,1,0,,0,1,,0,0,0
11576471,0,0,0,515494.444444444,0,3,240000,0,0,0
11576471,0,0,0,515494.444444444,0,3,240000,0,0,0
11576471,0,0,0,515494.444444444,0,3,240000,0,0,0
11576481,1,0,0,438666.666666667,1,3,21166.666,0,0,0
11576481,1,0,0,438666.666666667,1,3,21166.666,0,0,0
11576481,1,0,0,438666.666666667,1,3,21166.666,0,0,0
11576491,0,0,0,1028500,0,2,,0,0,0
11576491,0,0,0,1028500,0,2,,0,0,0
11576501,0,0,0,1346250,0,4,216666.67,0,0,0
11576501,0,0,0,1346250,0,4,216666.67,0,0,0
11576501,0,0,0,1346250,0,4,216666.67,0,0,0
11576501,0,0,0,1346250,0,4,216666.67,0,0,0
11576511,0,0,0,652700,1,5,,0,0,0
11576511,0,0,0,652700,1,5,,0,0,0
11576511,0,0,0,652700,1,5,,0,0,0
11576511,0,0,0,652700,1,5,,0,0,0
11576511,0,0,0,652700,1,5,,0,0,0
11576521,1,0,0,248875,1,4,,0,0,0
11576521,1,0,0,248875,1,4,,0,0,0
11576521,1,0,0,248875,1,4,,0,0,0
11576521,1,0,0,248875,1,4,,0,0,0
11576531,0,0,0,10000000,0,1,,0,0,0
11576541,0,0,0,8666666.66666667,0,1,,0,0,0
11576561,0,0,0,10000000,0,1,0,0,0,0
11576571,0,0,0,1350000,0,2,,0,0,0
11576571,0,0,0,1350000,0,2,,0,0,0
11576581,0,0,0,7500000,0,1,,0,0,0
11576591,0,0,0,1172000,0,5,75000,0,0,0
11576591,0,0,0,1172000,0,5,75000,0,0,0
11576591,0,0,0,1172000,0,5,75000,0,0,0
11576591,0,0,0,1172000,0,5,75000,0,0,0
11576591,0,0,0,1172000,0,5,75000,0,0,0
11576601,0,0,0,757438.194444444,0,3,833.33331,0,0,0
11576601,0,0,0,757438.194444444,0,3,833.33331,0,0,0
11576601,0,0,0,757438.194444444,0,3,833.33331,0,0,0
11576611,1,0,0,416666.666666667,0,5,,0,0,0
11576611,1,0,0,416666.666666667,0,5,,0,0,0
11576611,1,0,0,416666.666666667,0,5,,0,0,0
11576611,1,0,0,416666.666666667,0,5,,0,0,0
11576611,1,0,0,416666.666666667,0,5,,0,0,0
11576621,0,0,0,2949722.22222222,0,3,,0,0,0
11576621,0,0,0,2949722.22222222,0,3,,0,0,0
11576621,0,0,0,2949722.22222222,0,3,,0,0,0
11576631,0,0,0,977083.333333333,0,4,,0,0,0
11576631,0,0,0,977083.333333333,0,4,,0,0,0
11576631,0,0,0,977083.333333333,0,4,,0,0,0
11576631,0,0,0,977083.333333333,0,4,,0,0,0
11576641,0,0,0,2717708.33333333,0,4,755000,0,0,0
11576641,0,0,0,2717708.33333333,0,4,755000,0,0,0
11576641,0,0,0,2717708.33333333,0,4,755000,0,0,0
11576641,0,0,0,2717708.33333333,0,4,755000,0,0,0
11576651,0,0,0,2783333.33333333,0,3,,0,1,1
11576651,0,0,0,2783333.33333333,0,3,,0,1,1
11576651,0,0,0,2783333.33333333,0,3,,0,1,1
11576661,0,0,0,1158333.33333333,0,3,0,0,1,1
11576661,0,0,0,1158333.33333333,0,3,0,0,1,1
11576661,0,0,0,1158333.33333333,0,3,0,0,1,1
11576671,1,1,0,129625,0,4,1011833.4,0,0,0
11576671,1,1,0,129625,0,4,1011833.4,0,0,0
11576671,1,1,0,129625,0,4,1011833.4,0,0,0
11576671,1,1,0,129625,0,4,1011833.4,0,0,0
11576681,0,0,0,1240857.14285714,0,7,217507.98,0,0,0
11576681,0,0,0,1240857.14285714,0,7,217507.98,0,0,0
11576681,0,0,0,1240857.14285714,0,7,217507.98,0,0,0
11576681,0,0,0,1240857.14285714,0,7,217507.98,0,0,0
11576681,0,0,0,1240857.14285714,0,7,217507.98,0,0,0
11576681,0,0,0,1240857.14285714,0,7,217507.98,0,0,0
11576681,0,0,0,1240857.14285714,0,7,217507.98,0,0,0
11576691,1,0,0,385000,1,4,63666.664,0,0,0
11576691,1,0,0,385000,1,4,63666.664,0,0,0
11576691,1,0,0,385000,1,4,63666.664,0,0,0
11576691,1,0,0,385000,1,4,63666.664,0,0,0
11576701,1,1,0,83333.3333333333,1,3,36666.668,0,0,0
11576701,1,1,0,83333.3333333333,1,3,36666.668,0,0,0
11576701,1,1,0,83333.3333333333,1,3,36666.668,0,0,0
11576711,0,0,0,2416666.66666667,0,3,,0,0,0
11576711,0,0,0,2416666.66666667,0,3,,0,0,0
11576711,0,0,0,2416666.66666667,0,3,,0,0,0
11576721,0,0,0,1459583.33333333,1,4,223333.33,0,0,0
11576721,0,0,0,1459583.33333333,1,4,223333.33,0,0,0
11576721,0,0,0,1459583.33333333,1,4,223333.33,0,0,0
11576721,0,0,0,1459583.33333333,1,4,223333.33,0,0,0
11576731,0,0,0,5583333.33333333,0,4,,0,0,0
11576731,0,0,0,5583333.33333333,0,4,,0,0,0
11576731,0,0,0,5583333.33333333,0,4,,0,0,0
11576731,0,0,0,5583333.33333333,0,4,,0,0,0
11576741,0,0,0,933333.333333333,0,3,,0,0,0
11576741,0,0,0,933333.333333333,0,3,,0,0,0
11576741,0,0,0,933333.333333333,0,3,,0,0,0
11576751,1,1,0,100000,0,2,,0,0,0
11576751,1,1,0,100000,0,2,,0,0,0
11576761,0,0,0,2500000,0,1,,0,0,0
11576781,1,1,0,,0,1,,0,0,0
11576791,0,0,0,3500000,0,1,,0,0,0
11576801,0,0,0,899056.5,0,4,100000,0,0,0
11576801,0,0,0,899056.5,0,4,100000,0,0,0
11576801,0,0,0,899056.5,0,4,100000,0,0,0
11576801,0,0,0,899056.5,0,4,100000,0,0,0
11576811,0,0,0,900000,0,4,495000,0,0,0
11576811,0,0,0,900000,0,4,495000,0,0,0
11576811,0,0,0,900000,0,4,495000,0,0,0
11576811,0,0,0,900000,0,4,495000,0,0,0
11576821,0,0,0,612600,1,5,274166.69,0,0,0
11576821,0,0,0,612600,1,5,274166.69,0,0,0
11576821,0,0,0,612600,1,5,274166.69,0,0,0
11576821,0,0,0,612600,1,5,274166.69,0,0,0
11576821,0,0,0,612600,1,5,274166.69,0,0,0
11576831,0,0,0,2791666.66666667,0,1,41666.668,0,0,0
11576841,0,0,0,925192.666666667,0,1,,0,0,0
11576851,0,0,0,2910416.66666667,0,2,387500,0,0,0
11576851,0,0,0,2910416.66666667,0,2,387500,0,0,0
11576861,1,0,0,454000,0,4,,0,0,0
11576861,1,0,0,454000,0,4,,0,0,0
11576861,1,0,0,454000,0,4,,0,0,0
11576861,1,0,0,454000,0,4,,0,0,0
11576871,0,0,0,565000,0,5,20666.666,0,0,0
11576871,0,0,0,565000,0,5,20666.666,0,0,0
11576871,0,0,0,565000,0,5,20666.666,0,0,0
11576871,0,0,0,565000,0,5,20666.666,0,0,0
11576871,0,0,0,565000,0,5,20666.666,0,0,0
11576881,0,0,0,656157.666666667,0,3,378916.69,0,0,0
11576881,0,0,0,656157.666666667,0,3,378916.69,0,0,0
11576881,0,0,0,656157.666666667,0,3,378916.69,0,0,0
11576891,1,1,0,,0,2,,0,0,0
11576891,1,1,0,,0,2,,0,0,0
11576911,0,0,0,908526,0,3,,0,0,0
11576911,0,0,0,908526,0,3,,0,0,0
11576911,0,0,0,908526,0,3,,0,0,0
11576921,1,1,0,,0,2,3216666.5,0,0,0
11576921,1,1,0,,0,2,3216666.5,0,0,0
11576931,0,0,0,10660000,0,1,,0,0,0
11576941,0,0,0,1354000,0,2,,0,0,0
11576941,0,0,0,1354000,0,2,,0,0,0
11576951,0,0,0,950000,0,2,,0,0,0
11576951,0,0,0,950000,0,2,,0,0,0
11576961,0,0,0,1184375,0,4,6666.6665,0,0,0
11576961,0,0,0,1184375,0,4,6666.6665,0,0,0
11576961,0,0,0,1184375,0,4,6666.6665,0,0,0
11576961,0,0,0,1184375,0,4,6666.6665,0,0,0
11576971,0,0,0,1000000,0,2,,0,0,0
11576971,0,0,0,1000000,0,2,,0,0,0
11576981,0,0,0,983333.333333333,0,2,,0,0,0
11576981,0,0,0,983333.333333333,0,2,,0,0,0
11576991,0,0,0,914375,0,4,23333.334,0,0,0
11576991,0,0,0,914375,0,4,23333.334,0,0,0
11576991,0,0,0,914375,0,4,23333.334,0,0,0
11576991,0,0,0,914375,0,4,23333.334,0,0,0
11577001,0,0,0,2133333.33333333,0,2,,0,0,0
11577001,0,0,0,2133333.33333333,0,2,,0,0,0
11577011,0,0,0,1128500,0,1,,0,0,0
11577021,0,0,0,1600000,0,1,,0,0,0
11577031,0,0,0,826666.666666667,0,3,,0,0,0
11577031,0,0,0,826666.666666667,0,3,,0,0,0
11577031,0,0,0,826666.666666667,0,3,,0,0,0
11577041,1,1,0,25000,0,1,,0,0,0
11577051,0,0,0,7250000,0,2,,0,0,0
11577051,0,0,0,7250000,0,2,,0,0,0
11577061,0,0,0,3905555.66666667,0,3,437500,0,0,0
11577061,0,0,0,3905555.66666667,0,3,437500,0,0,0
11577061,0,0,0,3905555.66666667,0,3,437500,0,0,0
11577071,0,0,0,3791666.75,0,4,1041666.7,0,0,0
11577071,0,0,0,3791666.75,0,4,1041666.7,0,0,0
11577071,0,0,0,3791666.75,0,4,1041666.7,0,0,0
11577071,0,0,0,3791666.75,0,4,1041666.7,0,0,0
11577081,0,0,0,1715000,0,3,,0,0,0
11577081,0,0,0,1715000,0,3,,0,0,0
11577081,0,0,0,1715000,0,3,,0,0,0
11577091,0,0,0,4875000,0,4,625000,0,0,0
11577091,0,0,0,4875000,0,4,625000,0,0,0
11577091,0,0,0,4875000,0,4,625000,0,0,0
11577091,0,0,0,4875000,0,4,625000,0,0,0
11577101,0,0,0,1300000,0,2,,0,0,0
11577101,0,0,0,1300000,0,2,,0,0,0
11577111,0,0,0,4000000,0,2,,0,0,0
11577111,0,0,0,4000000,0,2,,0,0,0
11577121,0,0,0,302842,0,3,2129166.8,0,0,0
11577121,0,0,0,302842,0,3,2129166.8,0,0,0
11577121,0,0,0,302842,0,3,2129166.8,0,0,0
11577131,0,0,0,4500000,0,2,,0,0,0
11577131,0,0,0,4500000,0,2,,0,0,0
11577141,0,0,0,533333.333333333,1,3,18333.334,0,1,1
11577141,0,0,0,533333.333333333,1,3,18333.334,0,1,1
11577141,0,0,0,533333.333333333,1,3,18333.334,0,1,1
11577151,1,1,0,,0,1,1330000,0,0,0
11577201,0,0,0,3200000,0,1,,0,0,0
11577211,0,0,0,1900000,0,1,,0,0,0
11577231,0,0,0,5050000,0,4,,0,0,0
11577231,0,0,0,5050000,0,4,,0,0,0
11577231,0,0,0,5050000,0,4,,0,0,0
11577231,0,0,0,5050000,0,4,,0,0,0
11577251,1,0,0,435000,0,2,,0,0,0
11577251,1,0,0,435000,0,2,,0,0,0
11577261,1,0,0,250000,0,1,,0,0,0
11577271,0,0,0,540555.555555556,0,3,50000,0,0,0
11577271,0,0,0,540555.555555556,0,3,50000,0,0,0
11577271,0,0,0,540555.555555556,0,3,50000,0,0,0
11577281,0,0,0,663375,0,4,,0,1,1
11577281,0,0,0,663375,0,4,,0,1,1
11577281,0,0,0,663375,0,4,,0,1,1
11577281,0,0,0,663375,0,4,,0,1,1
11577291,0,0,0,652000,0,4,,0,0,0
11577291,0,0,0,652000,0,4,,0,0,0
11577291,0,0,0,652000,0,4,,0,0,0
11577291,0,0,0,652000,0,4,,0,0,0
11577301,0,0,0,3750000,0,2,666666.69,0,0,0
11577301,0,0,0,3750000,0,2,666666.69,0,0,0
11577311,0,0,0,2500000,0,4,833333.38,0,0,0
11577311,0,0,0,2500000,0,4,833333.38,0,0,0
11577311,0,0,0,2500000,0,4,833333.38,0,0,0
11577311,0,0,0,2500000,0,4,833333.38,0,0,0
11577321,0,0,0,5000000,0,4,1200000,0,0,0
11577321,0,0,0,5000000,0,4,1200000,0,0,0
11577321,0,0,0,5000000,0,4,1200000,0,0,0
11577321,0,0,0,5000000,0,4,1200000,0,0,0
11577331,0,0,0,3000000,0,1,,0,0,0
11577341,0,0,0,750000,1,4,,0,0,0
11577341,0,0,0,750000,1,4,,0,0,0
11577341,0,0,0,750000,1,4,,0,0,0
11577341,0,0,0,750000,1,4,,0,0,0
11577351,0,0,0,750000,0,2,,0,0,0
11577351,0,0,0,750000,0,2,,0,0,0
11577361,1,0,1,362976,1,6,553750,0,1,1
11577361,1,0,1,362976,1,6,553750,0,1,1
11577361,1,0,1,362976,1,6,553750,0,1,1
11577361,1,0,1,362976,1,6,553750,0,1,1
11577361,1,0,1,362976,1,6,553750,0,1,1
11577361,1,0,1,362976,1,6,553750,0,1,1
11577371,0,0,0,983333.333333333,0,3,558333.31,0,0,0
11577371,0,0,0,983333.333333333,0,3,558333.31,0,0,0
11577371,0,0,0,983333.333333333,0,3,558333.31,0,0,0
11577381,1,1,0,,1,3,,0,1,1
11577381,1,1,0,,1,3,,0,1,1
11577381,1,1,0,,1,3,,0,1,1
11577391,1,1,1,,1,3,,0,0,0
11577391,1,1,1,,1,3,,0,0,0
11577391,1,1,1,,1,3,,0,0,0
11577401,0,0,0,1190000,0,1,,0,0,0
11577411,1,0,0,383333.333333333,0,3,24000,0,0,0
11577411,1,0,0,383333.333333333,0,3,24000,0,0,0
11577411,1,0,0,383333.333333333,0,3,24000,0,0,0
11577421,0,0,0,633333.333333333,0,3,,0,0,0
11577421,0,0,0,633333.333333333,0,3,,0,0,0
11577421,0,0,0,633333.333333333,0,3,,0,0,0
11577431,0,0,0,1450000,0,1,,0,0,0
11577441,0,0,0,816666.666666667,0,2,1266666.6,0,0,0
11577441,0,0,0,816666.666666667,0,2,1266666.6,0,0,0
11577451,0,0,0,380000,0,6,,0,0,0
11577451,0,0,0,380000,0,6,,0,0,0
11577451,0,0,0,380000,0,6,,0,0,0
11577451,0,0,0,380000,0,6,,0,0,0
11577451,0,0,0,380000,0,6,,0,0,0
11577451,0,0,0,380000,0,6,,0,0,0
11577461,0,0,0,535000,0,2,8333.333,0,0,0
11577461,0,0,0,535000,0,2,8333.333,0,0,0
11577471,0,0,0,1750000,0,2,213750,0,0,0
11577471,0,0,0,1750000,0,2,213750,0,0,0
11577521,0,0,0,325000,0,4,0,0,0,0
11577521,0,0,0,325000,0,4,0,0,0,0
11577521,0,0,0,325000,0,4,0,0,0,0
11577521,0,0,0,325000,0,4,0,0,0,0
11577531,0,0,0,1000000,0,1,,0,0,0
11577541,0,0,0,828000,0,1,,0,0,0
11577551,0,0,0,800000,0,1,,0,0,0
11577561,0,0,0,950000,0,1,,0,0,0
11577571,1,1,0,,0,1,,0,0,0
11577581,0,0,0,1250000,0,2,266666.66,0,0,0
11577581,0,0,0,1250000,0,2,266666.66,0,0,0
11577591,0,0,0,2500000,0,1,,0,0,0
11577631,0,0,0,4515500,0,2,,0,0,0
11577631,0,0,0,4515500,0,2,,0,0,0
11577641,0,0,0,3100000,0,1,,0,0,0
11577651,0,0,0,5000000,0,1,,0,0,0
11577661,0,0,0,3000000,0,1,,0,0,0
11577671,0,0,0,15250000,0,2,1695833.4,0,0,0
11577671,0,0,0,15250000,0,2,1695833.4,0,0,0
11577681,0,0,0,3730000,0,1,0,0,0,0
11577851,0,0,0,3700000,0,1,,0,0,0
11577861,0,0,0,452500,0,2,,0,0,0
11577861,0,0,0,452500,0,2,,0,0,0
11577871,0,0,0,725000,0,4,141666.67,0,0,0
11577871,0,0,0,725000,0,4,141666.67,0,0,0
11577871,0,0,0,725000,0,4,141666.67,0,0,0
11577871,0,0,0,725000,0,4,141666.67,0,0,0
11577881,0,0,0,1500000,0,3,4166.6665,0,0,0
11577881,0,0,0,1500000,0,3,4166.6665,0,0,0
11577881,0,0,0,1500000,0,3,4166.6665,0,0,0
11577891,0,0,0,576666.666666667,0,2,215000,0,0,0
11577891,0,0,0,576666.666666667,0,2,215000,0,0,0
11577901,0,0,0,600000,0,2,,0,0,0
11577901,0,0,0,600000,0,2,,0,0,0
11577911,0,0,0,687500,0,2,,0,0,0
11577911,0,0,0,687500,0,2,,0,0,0
11577921,0,0,0,413333.333333333,0,3,,0,0,0
11577921,0,0,0,413333.333333333,0,3,,0,0,0
11577921,0,0,0,413333.333333333,0,3,,0,0,0
11577931,0,0,0,718000,1,5,498333.31,0,0,0
11577931,0,0,0,718000,1,5,498333.31,0,0,0
11577931,0,0,0,718000,1,5,498333.31,0,0,0
11577931,0,0,0,718000,1,5,498333.31,0,0,0
11577931,0,0,0,718000,1,5,498333.31,0,0,0
11577941,0,0,0,630000,0,2,,0,0,0
11577941,0,0,0,630000,0,2,,0,0,0
11577951,0,0,0,2958333.5,0,2,1150000,0,0,0
