codigo_icfes,nombre_institucion,municipio,año,eval,lec,mat,soc,cie,ing,d_st,prom,global,pos
025445,GIMNASIO LOS ALERCES,BOGOTÁ D.C.,2023,29,61.0,60.0,55.0,57.0,62.0,10.2,58.5,292.5,1681
025445,GIMNASIO LOS ALERCES,BOGOTÁ D.C.,2024,35,62.0,60.0,59.0,60.0,65.0,9.2,60.6,303.0,1312
025445,GIMNASIO LOS ALERCES,BOGOTÁ D.C.,2025,33,62.0,61.0,56.0,58.0,67.0,10.2,59.8,299.0,1610
085670,COLEGIO MAYOR DEL CLARET,BOGOTÁ D.C.,2020,24,57.0,61.0,56.0,55.0,58.0,8.4,57.3,286.5,1471
085670,COLEGIO MAYOR DEL CLARET,BOGOTÁ D.C.,2021,20,57.0,59.0,53.0,54.0,61.0,9.0,56.2,281.0,1818
085670,COLEGIO MAYOR DEL CLARET,BOGOTÁ D.C.,2022,31,60.0,61.0,56.0,57.0,61.0,8.4,58.7,293.5,1521
085670,COLEGIO MAYOR DEL CLARET,BOGOTÁ D.C.,2023,20,62.0,65.0,59.0,59.0,63.0,7.6,61.4,307.0,1049
085670,COLEGIO MAYOR DEL CLARET,BOGOTÁ D.C.,2024,22,61.0,62.0,56.0,57.0,64.0,8.2,59.4,297.0,1585
085670,COLEGIO MAYOR DEL CLARET,BOGOTÁ D.C.,2025,21,59.0,67.0,57.0,58.0,66.0,9.8,60.7,303.5,1420
128611,GIMNASIO SAN ANGELO,BOGOTÁ D.C.,2020,100,61.0,64.0,61.0,59.0,67.0,9.6,61.7,308.5,731
128611,GIMNASIO SAN ANGELO,BOGOTÁ D.C.,2021,93,62.0,63.0,59.0,59.0,71.0,8.0,61.5,307.5,778
128611,GIMNASIO SAN ANGELO,BOGOTÁ D.C.,2022,105,63.0,63.0,59.0,59.0,72.0,8.6,61.8,309.0,902
128611,GIMNASIO SAN ANGELO,BOGOTÁ D.C.,2023,85,62.0,61.0,59.0,59.0,72.0,8.8,61.2,306.0,1081
128611,GIMNASIO SAN ANGELO,BOGOTÁ D.C.,2024,90,63.0,65.0,60.0,62.0,76.0,9.4,63.5,317.5,795
128611,GIMNASIO SAN ANGELO,BOGOTÁ D.C.,2025,106,61.0,60.0,57.0,58.0,71.0,10.0,59.9,299.5,1610
025494,INST PEDAG NACIONAL,BOGOTÁ D.C.,2020,108,62.0,61.0,62.0,57.0,58.0,8.6,60.3,301.5,918
025494,INST PEDAG NACIONAL,BOGOTÁ D.C.,2021,124,63.0,62.0,60.0,59.0,67.0,9.8,61.5,307.5,778
025494,INST PEDAG NACIONAL,BOGOTÁ D.C.,2022,111,64.0,62.0,61.0,59.0,67.0,9.0,61.9,309.5,902
025494,INST PEDAG NACIONAL,BOGOTÁ D.C.,2023,112,64.0,62.0,61.0,60.0,70.0,8.4,62.4,312.0,864
025494,INST PEDAG NACIONAL,BOGOTÁ D.C.,2024,97,62.0,63.0,58.0,59.0,66.0,8.6,60.9,304.5,1268
025494,INST PEDAG NACIONAL,BOGOTÁ D.C.,2025,116,62.0,61.0,58.0,58.0,67.0,9.4,60.3,301.5,1510
029769,COL DIST ANIBAL FERNANDEZ DE SOTO,BOGOTÁ D.C.,2020,60,57.0,54.0,55.0,52.0,52.0,9.4,54.3,271.5,2294
029769,COL DIST ANIBAL FERNANDEZ DE SOTO,BOGOTÁ D.C.,2021,71,57.0,55.0,53.0,52.0,58.0,10.8,54.5,272.5,2303
029769,COL DIST ANIBAL FERNANDEZ DE SOTO,BOGOTÁ D.C.,2022,54,61.0,59.0,58.0,57.0,64.0,9.2,59.2,296.0,1371
029769,COL DIST ANIBAL FERNANDEZ DE SOTO,BOGOTÁ D.C.,2023,56,59.0,56.0,55.0,55.0,62.0,9.8,56.7,283.5,2191
029769,COL DIST ANIBAL FERNANDEZ DE SOTO,BOGOTÁ D.C.,2024,51,58.0,56.0,55.0,55.0,63.0,9.6,56.5,282.5,2513
029769,COL DIST ANIBAL FERNANDEZ DE SOTO,BOGOTÁ D.C.,2025,52,62.0,59.0,57.0,58.0,65.0,10.4,59.5,297.5,1699
600668,LICEO NUEVO CHILE,BOGOTÁ D.C.,2024,7,55.0,51.0,48.0,50.0,56.0,7.2,51.4,257.0,5205
600668,LICEO NUEVO CHILE,BOGOTÁ D.C.,2025,8,66.0,65.0,59.0,58.0,65.0,7.4,62.2,311.0,1093
698142,COLEGIO SAN ALEJO - SEDE PRINCIPAL,BOGOTÁ D.C.,2020,28,60.0,55.0,59.0,56.0,62.0,9.4,57.8,289.0,1331
698142,COLEGIO SAN ALEJO - SEDE PRINCIPAL,BOGOTÁ D.C.,2021,44,61.0,57.0,58.0,57.0,67.0,8.2,58.9,294.5,1222
698142,COLEGIO SAN ALEJO - SEDE PRINCIPAL,BOGOTÁ D.C.,2022,62,64.0,61.0,60.0,59.0,70.0,10.2,61.7,308.5,931
698142,COLEGIO SAN ALEJO - SEDE PRINCIPAL,BOGOTÁ D.C.,2023,47,60.0,60.0,58.0,58.0,68.0,8.8,59.7,298.5,1409
698142,COLEGIO SAN ALEJO - SEDE PRINCIPAL,BOGOTÁ D.C.,2024,60,62.0,63.0,60.0,60.0,70.0,9.4,61.9,309.5,1069
698142,COLEGIO SAN ALEJO - SEDE PRINCIPAL,BOGOTÁ D.C.,2025,41,61.0,60.0,57.0,58.0,68.0,9.6,59.7,298.5,1650
020461,COLEGIO DE LAS RR ESCLAVAS DEL SAGRADO CORAZON DE JESUS,BOGOTÁ D.C.,2020,38,64.0,64.0,61.0,61.0,66.0,8.2,62.8,314.0,599
020461,COLEGIO DE LAS RR ESCLAVAS DEL SAGRADO CORAZON DE JESUS,BOGOTÁ D.C.,2021,44,63.0,64.0,60.0,60.0,69.0,9.4,62.3,311.5,681
020461,COLEGIO DE LAS RR ESCLAVAS DEL SAGRADO CORAZON DE JESUS,BOGOTÁ D.C.,2022,53,63.0,63.0,60.0,60.0,69.0,8.2,62.1,310.5,864
020461,COLEGIO DE LAS RR ESCLAVAS DEL SAGRADO CORAZON DE JESUS,BOGOTÁ D.C.,2023,43,64.0,64.0,61.0,61.0,69.0,9.6,63.0,315.0,782
020461,COLEGIO DE LAS RR ESCLAVAS DEL SAGRADO CORAZON DE JESUS,BOGOTÁ D.C.,2024,43,63.0,62.0,56.0,58.0,70.0,8.8,60.5,302.5,1353
020461,COLEGIO DE LAS RR ESCLAVAS DEL SAGRADO CORAZON DE JESUS,BOGOTÁ D.C.,2025,54,62.0,60.0,60.0,58.0,68.0,11.2,60.6,303.0,1420
021600,COL MERCEDARIO SAN PEDRO NOLASCO,BOGOTÁ D.C.,2020,32,59.0,60.0,58.0,56.0,54.0,10.6,57.9,289.5,1331
021600,COL MERCEDARIO SAN PEDRO NOLASCO,BOGOTÁ D.C.,2021,31,60.0,59.0,54.0,56.0,58.0,10.0,57.3,286.5,1563
021600,COL MERCEDARIO SAN PEDRO NOLASCO,BOGOTÁ D.C.,2022,31,63.0,62.0,60.0,59.0,62.0,9.0,61.1,305.5,1016
021600,COL MERCEDARIO SAN PEDRO NOLASCO,BOGOTÁ D.C.,2023,21,60.0,58.0,57.0,57.0,59.0,8.8,58.1,290.5,1788
021600,COL MERCEDARIO SAN PEDRO NOLASCO,BOGOTÁ D.C.,2024,29,60.0,62.0,56.0,57.0,61.0,8.6,58.9,294.5,1724
021600,COL MERCEDARIO SAN PEDRO NOLASCO,BOGOTÁ D.C.,2025,27,62.0,62.0,57.0,58.0,60.0,9.4,59.8,299.0,1610
046797,LIC DEL CARIBE,BOGOTÁ D.C.,2020,57,62.0,61.0,60.0,57.0,58.0,8.8,59.8,299.0,970
046797,LIC DEL CARIBE,BOGOTÁ D.C.,2021,90,62.0,61.0,58.0,58.0,64.0,8.6,60.1,300.5,1029
046797,LIC DEL CARIBE,BOGOTÁ D.C.,2022,79,65.0,63.0,60.0,59.0,65.0,9.0,62.0,310.0,864
046797,LIC DEL CARIBE,BOGOTÁ D.C.,2023,76,62.0,62.0,57.0,57.0,62.0,9.6,59.7,298.5,1409
046797,LIC DEL CARIBE,BOGOTÁ D.C.,2024,61,61.0,62.0,57.0,58.0,61.0,9.0,59.6,298.0,1523
046797,LIC DEL CARIBE,BOGOTÁ D.C.,2025,61,64.0,62.0,57.0,58.0,64.0,10.2,60.5,302.5,1465
139550,COL SAN SIMON,BOGOTÁ D.C.,2020,23,61.0,62.0,59.0,62.0,65.0,8.6,61.3,306.5,788
139550,COL SAN SIMON,BOGOTÁ D.C.,2021,25,58.0,57.0,53.0,55.0,63.0,8.8,56.3,281.5,1818
139550,COL SAN SIMON,BOGOTÁ D.C.,2022,27,60.0,60.0,57.0,57.0,65.0,10.2,59.0,295.0,1421
139550,COL SAN SIMON,BOGOTÁ D.C.,2023,17,59.0,63.0,58.0,60.0,67.0,7.8,60.5,302.5,1230
139550,COL SAN SIMON,BOGOTÁ D.C.,2024,26,64.0,64.0,59.0,63.0,72.0,10.4,63.2,316.0,836
139550,COL SAN SIMON,BOGOTÁ D.C.,2025,26,61.0,62.0,55.0,58.0,66.0,10.8,59.5,297.5,1699
098889,COL ANDRES ESCOBAR,BOGOTÁ D.C.,2020,23,61.0,61.0,56.0,59.0,52.0,7.8,58.7,293.5,1176
098889,COL ANDRES ESCOBAR,BOGOTÁ D.C.,2021,31,59.0,60.0,55.0,57.0,57.0,9.2,57.7,288.5,1474
098889,COL ANDRES ESCOBAR,BOGOTÁ D.C.,2022,32,61.0,64.0,56.0,58.0,57.0,8.8,59.5,297.5,1332
098889,COL ANDRES ESCOBAR,BOGOTÁ D.C.,2023,35,59.0,59.0,52.0,55.0,55.0,7.8,56.2,281.0,2342
098889,COL ANDRES ESCOBAR,BOGOTÁ D.C.,2024,41,60.0,61.0,54.0,56.0,55.0,7.6,57.5,287.5,2139
098889,COL ANDRES ESCOBAR,BOGOTÁ D.C.,2025,36,61.0,59.0,56.0,58.0,59.0,9.8,58.5,292.5,1966
120618,INSTITUTO MARSELLA,BOGOTÁ D.C.,2020,30,62.0,61.0,61.0,59.0,56.0,8.2,60.4,302.0,898
120618,INSTITUTO MARSELLA,BOGOTÁ D.C.,2021,31,60.0,56.0,54.0,55.0,63.0,8.8,56.8,284.0,1652
120618,INSTITUTO MARSELLA,BOGOTÁ D.C.,2022,20,65.0,63.0,61.0,59.0,67.0,7.2,62.4,312.0,784
120618,INSTITUTO MARSELLA,BOGOTÁ D.C.,2023,25,64.0,62.0,60.0,59.0,68.0,10.8,61.8,309.0,978
120618,INSTITUTO MARSELLA,BOGOTÁ D.C.,2024,35,61.0,60.0,57.0,57.0,65.0,9.8,59.2,296.0,1635
120618,INSTITUTO MARSELLA,BOGOTÁ D.C.,2025,34,64.0,61.0,60.0,58.0,65.0,8.2,61.1,305.5,1324
698225,LICEO MARIA NELL,BOGOTÁ D.C.,2020,18,60.0,63.0,59.0,59.0,56.0,6.8,59.9,299.5,970
698225,LICEO MARIA NELL,BOGOTÁ D.C.,2021,24,64.0,60.0,62.0,59.0,61.0,7.2,61.2,306.0,813
698225,LICEO MARIA NELL,BOGOTÁ D.C.,2022,33,59.0,60.0,57.0,56.0,60.0,8.8,58.2,291.0,1615
698225,LICEO MARIA NELL,BOGOTÁ D.C.,2023,26,63.0,63.0,62.0,60.0,62.0,6.8,62.0,310.0,942
698225,LICEO MARIA NELL,BOGOTÁ D.C.,2024,21,62.0,66.0,60.0,60.0,63.0,8.2,62.1,310.5,1037
698225,LICEO MARIA NELL,BOGOTÁ D.C.,2025,26,63.0,62.0,57.0,58.0,61.0,9.8,60.1,300.5,1562
819094,COL DIST LA MERCED,BOGOTÁ D.C.,2024,175,59.0,58.0,54.0,56.0,58.0,9.0,56.8,284.0,2367
819094,COL DIST LA MERCED,BOGOTÁ D.C.,2025,119,61.0,60.0,55.0,58.0,63.0,9.0,58.8,294.0,1840
023739,LICEO BOSTON,BOGOTÁ D.C.,2020,1,73.0,80.0,68.0,68.0,73.0,0.0,72.3,361.5,46
023739,LICEO BOSTON,BOGOTÁ D.C.,2020,60,61.0,60.0,54.0,56.0,76.0,10.2,59.2,296.0,1072
023739,LICEO BOSTON,BOGOTÁ D.C.,2021,77,64.0,63.0,60.0,58.0,75.0,9.4,62.3,311.5,681
023739,LICEO BOSTON,BOGOTÁ D.C.,2022,61,65.0,64.0,61.0,59.0,79.0,9.8,63.5,317.5,654
023739,LICEO BOSTON,BOGOTÁ D.C.,2023,42,63.0,60.0,57.0,56.0,74.0,10.0,60.2,301.0,1274
023739,LICEO BOSTON,BOGOTÁ D.C.,2024,42,63.0,60.0,57.0,59.0,78.0,9.8,61.2,306.0,1183
023739,LICEO BOSTON,BOGOTÁ D.C.,2025,38,61.0,59.0,57.0,58.0,77.0,7.8,60.2,301.0,1510
070037,COLEGIO ANEXO SAN FRANCISCO DE ASIS - SEDE PRINCIPAL,BOGOTÁ D.C.,2020,14,57.0,64.0,54.0,55.0,61.0,6.8,57.8,289.0,1331
070037,COLEGIO ANEXO SAN FRANCISCO DE ASIS - SEDE PRINCIPAL,BOGOTÁ D.C.,2021,15,63.0,65.0,56.0,58.0,62.0,9.2,60.6,303.0,901
070037,COLEGIO ANEXO SAN FRANCISCO DE ASIS - SEDE PRINCIPAL,BOGOTÁ D.C.,2022,15,63.0,62.0,58.0,60.0,62.0,8.2,60.8,304.0,1048
070037,COLEGIO ANEXO SAN FRANCISCO DE ASIS - SEDE PRINCIPAL,BOGOTÁ D.C.,2023,18,63.0,67.0,60.0,62.0,65.0,7.6,63.2,316.0,747
070037,COLEGIO ANEXO SAN FRANCISCO DE ASIS - SEDE PRINCIPAL,BOGOTÁ D.C.,2024,15,61.0,64.0,59.0,56.0,67.0,7.2,60.5,302.5,1353
070037,COLEGIO ANEXO SAN FRANCISCO DE ASIS - SEDE PRINCIPAL,BOGOTÁ D.C.,2025,18,59.0,62.0,56.0,58.0,62.0,7.0,59.0,295.0,1792
169466,GIMNASIO YACARD - SEDE PRINCIPAL,BOGOTÁ D.C.,2020,13,63.0,65.0,58.0,60.0,71.0,10.4,62.2,311.0,668
169466,GIMNASIO YACARD - SEDE PRINCIPAL,BOGOTÁ D.C.,2021,11,63.0,62.0,54.0,57.0,71.0,10.2,59.9,299.5,1061
169466,GIMNASIO YACARD - SEDE PRINCIPAL,BOGOTÁ D.C.,2022,10,61.0,57.0,56.0,56.0,75.0,10.2,58.8,294.0,1463
169466,GIMNASIO YACARD - SEDE PRINCIPAL,BOGOTÁ D.C.,2023,12,61.0,59.0,56.0,57.0,72.0,9.4,59.3,296.5,1492
169466,GIMNASIO YACARD - SEDE PRINCIPAL,BOGOTÁ D.C.,2024,18,61.0,62.0,57.0,60.0,70.0,10.8,60.8,304.0,1268
169466,GIMNASIO YACARD - SEDE PRINCIPAL,BOGOTÁ D.C.,2025,15,61.0,59.0,58.0,58.0,70.0,11.8,59.8,299.0,1610
141614,COLEGIO MAYOR DEL QUIROGA,BOGOTÁ D.C.,2020,19,58.0,58.0,56.0,53.0,51.0,9.8,55.8,279.0,1795
141614,COLEGIO MAYOR DEL QUIROGA,BOGOTÁ D.C.,2021,21,56.0,53.0,50.0,51.0,56.0,9.2,52.8,264.0,2906
141614,COLEGIO MAYOR DEL QUIROGA,BOGOTÁ D.C.,2022,25,59.0,59.0,56.0,56.0,63.0,11.4,57.9,289.5,1709
141614,COLEGIO MAYOR DEL QUIROGA,BOGOTÁ D.C.,2023,14,60.0,60.0,53.0,55.0,58.0,7.8,57.1,285.5,2056
141614,COLEGIO MAYOR DEL QUIROGA,BOGOTÁ D.C.,2024,12,52.0,50.0,48.0,49.0,56.0,9.2,50.2,251.0,6023
141614,COLEGIO MAYOR DEL QUIROGA,BOGOTÁ D.C.,2025,20,58.0,59.0,57.0,57.0,63.0,10.4,58.2,291.0,2029
098582,COL DEL SANTISIMO SACRAMENTO,BOGOTÁ D.C.,2020,32,59.0,59.0,56.0,57.0,60.0,8.8,57.9,289.5,1331
098582,COL DEL SANTISIMO SACRAMENTO,BOGOTÁ D.C.,2021,29,59.0,56.0,54.0,54.0,62.0,9.6,56.2,281.0,1818
098582,COL DEL SANTISIMO SACRAMENTO,BOGOTÁ D.C.,2022,28,58.0,54.0,55.0,55.0,61.0,9.4,55.9,279.5,2287
098582,COL DEL SANTISIMO SACRAMENTO,BOGOTÁ D.C.,2023,32,59.0,58.0,55.0,56.0,64.0,9.8,57.5,287.5,1937
098582,COL DEL SANTISIMO SACRAMENTO,BOGOTÁ D.C.,2024,45,58.0,60.0,53.0,57.0,61.0,9.2,57.3,286.5,2211
098582,COL DEL SANTISIMO SACRAMENTO,BOGOTÁ D.C.,2025,35,61.0,58.0,56.0,57.0,63.0,9.0,58.4,292.0,1966
131425,COL DIST SORRENTO,BOGOTÁ D.C.,2020,63,63.0,65.0,60.0,61.0,58.0,8.8,61.9,309.5,709
131425,COL DIST SORRENTO,BOGOTÁ D.C.,2021,74,60.0,58.0,55.0,56.0,57.0,8.8,57.2,286.0,1563
131425,COL DIST SORRENTO,BOGOTÁ D.C.,2022,82,61.0,60.0,57.0,56.0,58.0,9.4,58.5,292.5,1570
131425,COL DIST SORRENTO,BOGOTÁ D.C.,2023,70,63.0,62.0,58.0,59.0,59.0,8.4,60.4,302.0,1230
131425,COL DIST SORRENTO,BOGOTÁ D.C.,2024,77,60.0,61.0,55.0,57.0,58.0,8.6,58.2,291.0,1887
131425,COL DIST SORRENTO,BOGOTÁ D.C.,2025,77,62.0,60.0,57.0,57.0,0.0,7.2,54.5,272.5,3504
131425,COL DIST SORRENTO,BOGOTÁ D.C.,2025,76,0.0,0.0,0.0,0.0,61.0,2.2,4.7,23.5,14764
135335,COLEGIO GLENN DOMAN - SEDE PRINCIPAL,BOGOTÁ D.C.,2020,16,60.0,62.0,58.0,56.0,66.0,10.0,59.5,297.5,1031
135335,COLEGIO GLENN DOMAN - SEDE PRINCIPAL,BOGOTÁ D.C.,2021,27,61.0,61.0,60.0,57.0,72.0,10.2,60.7,303.5,901
135335,COLEGIO GLENN DOMAN - SEDE PRINCIPAL,BOGOTÁ D.C.,2022,20,55.0,57.0,53.0,56.0,65.0,12.4,56.0,280.0,2227
135335,COLEGIO GLENN DOMAN - SEDE PRINCIPAL,BOGOTÁ D.C.,2023,15,58.0,58.0,52.0,55.0,66.0,9.2,56.5,282.5,2275
135335,COLEGIO GLENN DOMAN - SEDE PRINCIPAL,BOGOTÁ D.C.,2024,20,61.0,57.0,57.0,55.0,67.0,9.8,58.2,291.0,1887
135335,COLEGIO GLENN DOMAN - SEDE PRINCIPAL,BOGOTÁ D.C.,2025,22,60.0,58.0,58.0,57.0,67.0,10.0,58.9,294.5,1840
160119,LIC BILING ROMULO GALLEGOS,BOGOTÁ D.C.,2020,23,55.0,56.0,52.0,48.0,57.0,7.6,53.1,265.5,2787
160119,LIC BILING ROMULO GALLEGOS,BOGOTÁ D.C.,2021,34,58.0,55.0,53.0,53.0,61.0,9.8,55.2,276.0,2063
160119,LIC BILING ROMULO GALLEGOS,BOGOTÁ D.C.,2022,33,53.0,53.0,49.0,51.0,60.0,10.6,52.2,261.0,3916
160119,LIC BILING ROMULO GALLEGOS,BOGOTÁ D.C.,2023,19,61.0,61.0,57.0,57.0,65.0,7.8,59.5,297.5,1447
160119,LIC BILING ROMULO GALLEGOS,BOGOTÁ D.C.,2024,16,60.0,59.0,54.0,56.0,67.0,9.8,58.0,290.0,1955
160119,LIC BILING ROMULO GALLEGOS,BOGOTÁ D.C.,2025,28,60.0,59.0,56.0,57.0,68.0,8.4,58.8,294.0,1840
021378,COLEGIO INTERAMERICANO,BOGOTÁ D.C.,2020,99,57.0,57.0,53.0,53.0,52.0,9.0,54.8,274.0,2076
021378,COLEGIO INTERAMERICANO,BOGOTÁ D.C.,2021,88,61.0,57.0,55.0,55.0,61.0,9.0,57.3,286.5,1563
021378,COLEGIO INTERAMERICANO,BOGOTÁ D.C.,2022,80,61.0,60.0,57.0,56.0,62.0,9.8,58.8,294.0,1463
021378,COLEGIO INTERAMERICANO,BOGOTÁ D.C.,2023,67,60.0,60.0,56.0,57.0,63.0,9.2,58.6,293.0,1634
021378,COLEGIO INTERAMERICANO,BOGOTÁ D.C.,2024,83,60.0,63.0,56.0,58.0,62.0,8.6,59.5,297.5,1585
021378,COLEGIO INTERAMERICANO,BOGOTÁ D.C.,2025,57,60.0,62.0,56.0,57.0,63.0,9.8,59.1,295.5,1792
313676,CENT EDUC DIST RURAL U.B LAS AURAS,BOGOTÁ D.C.,2020,14,51.0,50.0,47.0,51.0,49.0,7.4,49.7,248.5,4747
313676,CENT EDUC DIST RURAL U.B LAS AURAS,BOGOTÁ D.C.,2021,18,51.0,51.0,46.0,50.0,49.0,8.4,49.5,247.5,4807
313676,CENT EDUC DIST RURAL U.B LAS AURAS,BOGOTÁ D.C.,2022,15,46.0,46.0,40.0,47.0,42.0,9.4,44.5,222.5,9306
313676,CENT EDUC DIST RURAL U.B LAS AURAS,BOGOTÁ D.C.,2023,21,51.0,49.0,44.0,51.0,50.0,9.2,48.8,244.0,6653
313676,CENT EDUC DIST RURAL U.B LAS AURAS,BOGOTÁ D.C.,2024,12,56.0,51.0,54.0,55.0,52.0,8.4,53.8,269.0,3641
313676,CENT EDUC DIST RURAL U.B LAS AURAS,BOGOTÁ D.C.,2025,14,55.0,51.0,49.0,57.0,52.0,9.4,52.9,264.5,4428
736835,COL DE FORMACION INTEGRAL VIRGEN DE LA PEÑA,BOGOTÁ D.C.,2020,104,56.0,55.0,52.0,51.0,52.0,9.2,53.4,267.0,2591
736835,COL DE FORMACION INTEGRAL VIRGEN DE LA PEÑA,BOGOTÁ D.C.,2021,76,55.0,51.0,49.0,49.0,57.0,9.2,51.5,257.5,3586
736835,COL DE FORMACION INTEGRAL VIRGEN DE LA PEÑA,BOGOTÁ D.C.,2022,62,59.0,55.0,54.0,54.0,60.0,9.8,55.8,279.0,2287
736835,COL DE FORMACION INTEGRAL VIRGEN DE LA PEÑA,BOGOTÁ D.C.,2023,62,58.0,55.0,54.0,55.0,59.0,10.2,55.8,279.0,2474
736835,COL DE FORMACION INTEGRAL VIRGEN DE LA PEÑA,BOGOTÁ D.C.,2024,55,59.0,58.0,53.0,57.0,61.0,8.2,57.1,285.5,2275
736835,COL DE FORMACION INTEGRAL VIRGEN DE LA PEÑA,BOGOTÁ D.C.,2025,33,59.0,56.0,52.0,57.0,63.0,8.4,56.5,282.5,2637
724997,LICEO SAN BASILIO MAGNO,BOGOTÁ D.C.,2020,64,59.0,60.0,58.0,57.0,57.0,9.0,58.4,292.0,1211
724997,LICEO SAN BASILIO MAGNO,BOGOTÁ D.C.,2021,43,59.0,57.0,54.0,54.0,61.0,8.4,56.4,282.0,1760
724997,LICEO SAN BASILIO MAGNO,BOGOTÁ D.C.,2022,48,60.0,59.0,56.0,57.0,63.0,9.6,58.4,292.0,1570
724997,LICEO SAN BASILIO MAGNO,BOGOTÁ D.C.,2023,27,58.0,56.0,55.0,55.0,64.0,9.8,56.6,283.0,2191
724997,LICEO SAN BASILIO MAGNO,BOGOTÁ D.C.,2024,41,60.0,58.0,55.0,56.0,63.0,9.2,57.7,288.5,2088
724997,LICEO SAN BASILIO MAGNO,BOGOTÁ D.C.,2025,29,59.0,56.0,54.0,57.0,63.0,10.8,57.0,285.0,2416
730341,COLEGIO SOLEDAD ACOSTA DE SAMPER (IED) - SEDE PRINCIPAL,BOGOTÁ D.C.,2020,29,57.0,53.0,54.0,53.0,49.0,8.2,53.8,269.0,2437
730341,COLEGIO SOLEDAD ACOSTA DE SAMPER (IED) - SEDE PRINCIPAL,BOGOTÁ D.C.,2021,29,58.0,53.0,53.0,52.0,54.0,10.0,54.0,270.0,2440
730341,COLEGIO SOLEDAD ACOSTA DE SAMPER (IED) - SEDE PRINCIPAL,BOGOTÁ D.C.,2022,28,56.0,54.0,51.0,52.0,52.0,8.6,53.2,266.0,3387
730341,COLEGIO SOLEDAD ACOSTA DE SAMPER (IED) - SEDE PRINCIPAL,BOGOTÁ D.C.,2023,30,55.0,54.0,52.0,53.0,50.0,9.4,53.2,266.0,3670
730341,COLEGIO SOLEDAD ACOSTA DE SAMPER (IED) - SEDE PRINCIPAL,BOGOTÁ D.C.,2024,32,57.0,54.0,50.0,53.0,52.0,9.6,53.4,267.0,3886
730341,COLEGIO SOLEDAD ACOSTA DE SAMPER (IED) - SEDE PRINCIPAL,BOGOTÁ D.C.,2025,27,59.0,58.0,53.0,57.0,55.0,9.2,56.6,283.0,2555
164624,COLEGIO SAN NICOLAS DE TOLENTINO,BOGOTÁ D.C.,2020,44,56.0,58.0,55.0,55.0,52.0,8.2,55.7,278.5,1853
164624,COLEGIO SAN NICOLAS DE TOLENTINO,BOGOTÁ D.C.,2021,44,56.0,53.0,50.0,51.0,51.0,9.0,52.4,262.0,3083
164624,COLEGIO SAN NICOLAS DE TOLENTINO,BOGOTÁ D.C.,2022,49,57.0,57.0,51.0,53.0,57.0,8.8,54.7,273.5,2746
164624,COLEGIO SAN NICOLAS DE TOLENTINO,BOGOTÁ D.C.,2023,32,58.0,57.0,54.0,56.0,58.0,8.8,56.4,282.0,2275
164624,COLEGIO SAN NICOLAS DE TOLENTINO,BOGOTÁ D.C.,2024,47,58.0,59.0,54.0,55.0,59.0,9.2,56.7,283.5,2438
164624,COLEGIO SAN NICOLAS DE TOLENTINO,BOGOTÁ D.C.,2025,34,61.0,57.0,54.0,57.0,63.0,10.0,57.7,288.5,2220
054072,COL PEDAG DEL ESPIRITU SANTO COPES,BOGOTÁ D.C.,2020,18,54.0,60.0,54.0,55.0,53.0,9.6,55.5,277.5,1909
054072,COL PEDAG DEL ESPIRITU SANTO COPES,BOGOTÁ D.C.,2021,19,61.0,61.0,56.0,57.0,67.0,9.6,59.4,297.0,1120
054072,COL PEDAG DEL ESPIRITU SANTO COPES,BOGOTÁ D.C.,2022,20,61.0,58.0,57.0,58.0,65.0,10.0,59.0,295.0,1421
054072,COL PEDAG DEL ESPIRITU SANTO COPES,BOGOTÁ D.C.,2023,23,60.0,61.0,55.0,56.0,63.0,9.8,58.4,292.0,1681
054072,COL PEDAG DEL ESPIRITU SANTO COPES,BOGOTÁ D.C.,2024,16,63.0,67.0,64.0,62.0,69.0,8.8,64.4,322.0,667
054072,COL PEDAG DEL ESPIRITU SANTO COPES,BOGOTÁ D.C.,2025,10,59.0,61.0,52.0,57.0,61.0,9.4,57.5,287.5,2291
091223,LICEO TÉCNICO BILINGÜE PAULO FREIRE - SEDE PRINCIPAL,BOGOTÁ D.C.,2020,8,60.0,62.0,56.0,55.0,58.0,7.2,58.2,291.0,1247
091223,LICEO TÉCNICO BILINGÜE PAULO FREIRE - SEDE PRINCIPAL,BOGOTÁ D.C.,2021,10,55.0,60.0,53.0,55.0,59.0,7.4,56.0,280.0,1863
091223,LICEO TÉCNICO BILINGÜE PAULO FREIRE - SEDE PRINCIPAL,BOGOTÁ D.C.,2022,5,64.0,62.0,65.0,63.0,69.0,5.6,63.9,319.5,607
091223,LICEO TÉCNICO BILINGÜE PAULO FREIRE - SEDE PRINCIPAL,BOGOTÁ D.C.,2023,6,59.0,54.0,53.0,51.0,65.0,10.2,55.1,275.5,2759
091223,LICEO TÉCNICO BILINGÜE PAULO FREIRE - SEDE PRINCIPAL,BOGOTÁ D.C.,2024,8,59.0,54.0,54.0,54.0,63.0,10.0,55.8,279.0,2732
091223,LICEO TÉCNICO BILINGÜE PAULO FREIRE - SEDE PRINCIPAL,BOGOTÁ D.C.,2025,5,60.0,55.0,54.0,57.0,65.0,11.2,57.2,286.0,2351
032862,COL DE NSTRA SRA DEL PERPETUO SOCORRO,BOGOTÁ D.C.,2020,30,59.0,59.0,57.0,57.0,56.0,9.2,57.8,289.0,1331
