codigo_icfes,nombre_institucion,municipio,año,eval,lec,mat,soc,cie,ing,d_st,prom,global,pos
099002,LIC CAMPO DAVID,BOGOTÁ D.C.,2020,15,73.0,85.0,73.0,76.0,83.0,6.8,77.2,386.0,8
099002,LIC CAMPO DAVID,BOGOTÁ D.C.,2021,18,74.0,82.0,74.0,77.0,83.0,8.0,77.2,386.0,3
099002,LIC CAMPO DAVID,BOGOTÁ D.C.,2022,43,74.0,82.0,73.0,75.0,80.0,6.6,76.3,381.5,6
099002,LIC CAMPO DAVID,BOGOTÁ D.C.,2023,29,74.0,80.0,72.0,74.0,80.0,6.4,75.4,377.0,11
099002,LIC CAMPO DAVID,BOGOTÁ D.C.,2024,27,76.0,87.0,76.0,78.0,82.0,7.2,79.5,397.5,2
099002,LIC CAMPO DAVID,BOGOTÁ D.C.,2025,46,75.0,81.0,74.0,76.0,80.0,7.4,76.8,384.0,9
733097,COLEGIO CRISTIANO MONTE HEBRON - SEDE PRINCIPAL,BOGOTÁ D.C.,2020,9,68.0,67.0,62.0,66.0,73.0,6.4,66.3,331.5,314
733097,COLEGIO CRISTIANO MONTE HEBRON - SEDE PRINCIPAL,BOGOTÁ D.C.,2021,9,69.0,74.0,67.0,66.0,71.0,6.6,69.2,346.0,175
733097,COLEGIO CRISTIANO MONTE HEBRON - SEDE PRINCIPAL,BOGOTÁ D.C.,2022,13,71.0,73.0,70.0,69.0,81.0,5.6,71.5,357.5,81
733097,COLEGIO CRISTIANO MONTE HEBRON - SEDE PRINCIPAL,BOGOTÁ D.C.,2023,9,71.0,78.0,68.0,70.0,83.0,7.0,72.6,363.0,54
733097,COLEGIO CRISTIANO MONTE HEBRON - SEDE PRINCIPAL,BOGOTÁ D.C.,2024,7,76.0,82.0,76.0,78.0,86.0,7.0,78.6,393.0,3
733097,COLEGIO CRISTIANO MONTE HEBRON - SEDE PRINCIPAL,BOGOTÁ D.C.,2025,12,75.0,84.0,73.0,75.0,86.0,6.2,77.5,387.5,8
156166,GIMN ALESSANDRO VOLTA - SEDE PRINCIPAL,BOGOTÁ D.C.,2020,1,76.0,69.0,74.0,67.0,73.0,0.0,71.6,358.0,61
156166,GIMN ALESSANDRO VOLTA - SEDE PRINCIPAL,BOGOTÁ D.C.,2020,20,73.0,77.0,72.0,70.0,81.0,9.8,73.6,368.0,22
156166,GIMN ALESSANDRO VOLTA - SEDE PRINCIPAL,BOGOTÁ D.C.,2021,17,71.0,74.0,69.0,67.0,77.0,6.6,70.8,354.0,98
156166,GIMN ALESSANDRO VOLTA - SEDE PRINCIPAL,BOGOTÁ D.C.,2022,12,71.0,76.0,71.0,72.0,78.0,6.4,72.9,364.5,43
156166,GIMN ALESSANDRO VOLTA - SEDE PRINCIPAL,BOGOTÁ D.C.,2023,23,72.0,74.0,69.0,68.0,78.0,7.6,71.3,356.5,94
156166,GIMN ALESSANDRO VOLTA - SEDE PRINCIPAL,BOGOTÁ D.C.,2024,12,68.0,74.0,65.0,66.0,80.0,7.0,69.2,346.0,227
156166,GIMN ALESSANDRO VOLTA - SEDE PRINCIPAL,BOGOTÁ D.C.,2025,16,75.0,76.0,70.0,74.0,84.0,9.0,74.5,372.5,33
019810,COLEGIO ANGLO AMERICANO,BOGOTÁ D.C.,2020,169,71.0,73.0,72.0,71.0,80.0,8.0,72.4,362.0,41
019810,COLEGIO ANGLO AMERICANO,BOGOTÁ D.C.,2021,175,72.0,78.0,73.0,73.0,85.0,7.6,74.8,374.0,16
019810,COLEGIO ANGLO AMERICANO,BOGOTÁ D.C.,2022,150,74.0,76.0,72.0,72.0,85.0,7.2,74.4,372.0,17
019810,COLEGIO ANGLO AMERICANO,BOGOTÁ D.C.,2023,175,74.0,77.0,72.0,72.0,84.0,7.6,74.5,372.5,16
019810,COLEGIO ANGLO AMERICANO,BOGOTÁ D.C.,2024,174,72.0,78.0,72.0,74.0,84.0,7.4,74.8,374.0,20
019810,COLEGIO ANGLO AMERICANO,BOGOTÁ D.C.,2025,156,73.0,80.0,72.0,73.0,83.0,7.0,75.2,376.0,24
023747,LIC  DE CERVANTES PADRES AGUSTINOS,BOGOTÁ D.C.,2020,76,68.0,71.0,69.0,68.0,71.0,8.2,69.2,346.0,137
023747,LIC  DE CERVANTES PADRES AGUSTINOS,BOGOTÁ D.C.,2021,91,68.0,74.0,67.0,67.0,78.0,7.8,69.7,348.5,148
023747,LIC  DE CERVANTES PADRES AGUSTINOS,BOGOTÁ D.C.,2022,81,68.0,74.0,66.0,68.0,77.0,9.4,69.6,348.0,166
023747,LIC  DE CERVANTES PADRES AGUSTINOS,BOGOTÁ D.C.,2023,62,69.0,76.0,64.0,68.0,77.0,8.4,69.8,349.0,164
023747,LIC  DE CERVANTES PADRES AGUSTINOS,BOGOTÁ D.C.,2024,48,69.0,76.0,68.0,68.0,78.0,6.6,70.8,354.0,120
023747,LIC  DE CERVANTES PADRES AGUSTINOS,BOGOTÁ D.C.,2025,52,73.0,76.0,69.0,72.0,80.0,8.4,73.1,365.5,65
024059,LIC NAVARRA,BOGOTÁ D.C.,2020,44,68.0,75.0,74.0,69.0,77.0,7.6,71.9,359.5,57
024059,LIC NAVARRA,BOGOTÁ D.C.,2021,45,73.0,75.0,71.0,70.0,84.0,7.4,73.2,366.0,29
024059,LIC NAVARRA,BOGOTÁ D.C.,2022,56,71.0,72.0,68.0,68.0,83.0,8.0,70.8,354.0,104
024059,LIC NAVARRA,BOGOTÁ D.C.,2023,39,71.0,75.0,70.0,70.0,82.0,7.6,72.3,361.5,63
024059,LIC NAVARRA,BOGOTÁ D.C.,2024,40,72.0,80.0,72.0,72.0,85.0,6.2,74.8,374.0,20
024059,LIC NAVARRA,BOGOTÁ D.C.,2025,50,73.0,78.0,73.0,72.0,83.0,7.4,74.7,373.5,32
019695,COLEGIO SAN TARSICIO,BOGOTÁ D.C.,2020,22,63.0,69.0,64.0,65.0,79.0,8.0,66.3,331.5,314
019695,COLEGIO SAN TARSICIO,BOGOTÁ D.C.,2021,17,67.0,74.0,70.0,68.0,85.0,9.0,70.9,354.5,98
019695,COLEGIO SAN TARSICIO,BOGOTÁ D.C.,2022,18,68.0,71.0,66.0,66.0,82.0,7.4,68.8,344.0,214
019695,COLEGIO SAN TARSICIO,BOGOTÁ D.C.,2023,22,65.0,71.0,65.0,64.0,80.0,6.8,67.3,336.5,347
019695,COLEGIO SAN TARSICIO,BOGOTÁ D.C.,2024,13,65.0,72.0,61.0,66.0,84.0,8.8,67.4,337.0,355
019695,COLEGIO SAN TARSICIO,BOGOTÁ D.C.,2025,20,70.0,72.0,65.0,72.0,84.0,8.4,70.8,354.0,151
066845,INSTITUTO ALBERTO MERANI,BOGOTÁ D.C.,2020,46,72.0,70.0,74.0,69.0,73.0,8.0,71.4,357.0,68
066845,INSTITUTO ALBERTO MERANI,BOGOTÁ D.C.,2021,42,73.0,75.0,74.0,72.0,82.0,8.6,74.2,371.0,18
066845,INSTITUTO ALBERTO MERANI,BOGOTÁ D.C.,2022,51,73.0,72.0,71.0,70.0,79.0,6.2,72.1,360.5,60
066845,INSTITUTO ALBERTO MERANI,BOGOTÁ D.C.,2023,29,72.0,70.0,69.0,67.0,80.0,7.2,70.3,351.5,143
066845,INSTITUTO ALBERTO MERANI,BOGOTÁ D.C.,2024,38,73.0,72.0,72.0,70.0,79.0,7.8,72.3,361.5,73
066845,INSTITUTO ALBERTO MERANI,BOGOTÁ D.C.,2025,42,72.0,73.0,74.0,71.0,79.0,7.2,73.0,365.0,65
136267,COLEGIO REUVEN FEUERSTEIN,BOGOTÁ D.C.,2020,18,68.0,70.0,69.0,68.0,75.0,7.0,69.2,346.0,137
136267,COLEGIO REUVEN FEUERSTEIN,BOGOTÁ D.C.,2021,23,71.0,75.0,69.0,72.0,82.0,8.8,72.5,362.5,46
136267,COLEGIO REUVEN FEUERSTEIN,BOGOTÁ D.C.,2022,15,70.0,78.0,68.0,70.0,83.0,7.2,72.4,362.0,48
136267,COLEGIO REUVEN FEUERSTEIN,BOGOTÁ D.C.,2023,17,72.0,77.0,71.0,70.0,78.0,7.4,72.9,364.5,52
136267,COLEGIO REUVEN FEUERSTEIN,BOGOTÁ D.C.,2024,24,72.0,77.0,71.0,73.0,83.0,7.2,74.0,370.0,31
136267,COLEGIO REUVEN FEUERSTEIN,BOGOTÁ D.C.,2025,31,73.0,76.0,69.0,71.0,83.0,7.8,73.1,365.5,65
080127,COLEGIO CORAZONISTA,BOGOTÁ D.C.,2020,151,67.0,74.0,69.0,67.0,76.0,8.6,69.8,349.0,116
080127,COLEGIO CORAZONISTA,BOGOTÁ D.C.,2021,158,69.0,74.0,67.0,69.0,78.0,8.4,70.4,352.0,118
080127,COLEGIO CORAZONISTA,BOGOTÁ D.C.,2022,155,69.0,76.0,66.0,68.0,78.0,8.0,70.4,352.0,123
080127,COLEGIO CORAZONISTA,BOGOTÁ D.C.,2023,157,68.0,75.0,66.0,68.0,79.0,8.6,70.0,350.0,152
080127,COLEGIO CORAZONISTA,BOGOTÁ D.C.,2024,162,67.0,75.0,66.0,68.0,78.0,8.2,69.7,348.5,201
080127,COLEGIO CORAZONISTA,BOGOTÁ D.C.,2025,132,70.0,78.0,68.0,71.0,78.0,8.6,72.2,361.0,89
603415,COLEGIO BILINGUE SAN GABRIEL ARCANGEL,BOGOTÁ D.C.,2021,8,70.0,71.0,68.0,64.0,78.0,5.8,69.0,345.0,182
603415,COLEGIO BILINGUE SAN GABRIEL ARCANGEL,BOGOTÁ D.C.,2023,6,67.0,64.0,67.0,61.0,75.0,7.0,65.5,327.5,511
603415,COLEGIO BILINGUE SAN GABRIEL ARCANGEL,BOGOTÁ D.C.,2024,8,71.0,73.0,71.0,69.0,84.0,6.4,72.0,360.0,79
603415,COLEGIO BILINGUE SAN GABRIEL ARCANGEL,BOGOTÁ D.C.,2025,8,72.0,74.0,72.0,71.0,78.0,5.2,72.7,363.5,75
079806,COL NUEVO COLOMBO AMERICANO,BOGOTÁ D.C.,2020,58,69.0,74.0,73.0,71.0,78.0,7.2,72.2,361.0,46
079806,COL NUEVO COLOMBO AMERICANO,BOGOTÁ D.C.,2021,66,71.0,78.0,70.0,71.0,86.0,8.4,73.5,367.5,26
079806,COL NUEVO COLOMBO AMERICANO,BOGOTÁ D.C.,2022,66,74.0,79.0,72.0,72.0,86.0,7.8,75.2,376.0,11
079806,COL NUEVO COLOMBO AMERICANO,BOGOTÁ D.C.,2023,57,73.0,78.0,73.0,71.0,86.0,7.4,74.7,373.5,14
079806,COL NUEVO COLOMBO AMERICANO,BOGOTÁ D.C.,2024,71,71.0,78.0,70.0,71.0,86.0,7.6,73.5,367.5,48
079806,COL NUEVO COLOMBO AMERICANO,BOGOTÁ D.C.,2025,70,72.0,78.0,70.0,70.0,85.0,7.4,73.5,367.5,53
024281,COL SAN JORGE DE INGLATERRA,BOGOTÁ D.C.,2020,69,69.0,71.0,68.0,68.0,86.0,10.2,70.3,351.5,99
024281,COL SAN JORGE DE INGLATERRA,BOGOTÁ D.C.,2021,81,71.0,77.0,70.0,71.0,87.0,8.0,73.4,367.0,26
024281,COL SAN JORGE DE INGLATERRA,BOGOTÁ D.C.,2022,85,71.0,76.0,71.0,71.0,85.0,6.8,73.2,366.0,37
024281,COL SAN JORGE DE INGLATERRA,BOGOTÁ D.C.,2023,76,72.0,77.0,70.0,72.0,87.0,7.8,73.8,369.0,27
024281,COL SAN JORGE DE INGLATERRA,BOGOTÁ D.C.,2024,74,71.0,76.0,69.0,69.0,85.0,7.0,72.3,361.5,73
024281,COL SAN JORGE DE INGLATERRA,BOGOTÁ D.C.,2025,90,70.0,74.0,66.0,70.0,87.0,7.6,71.3,356.5,130
019471,COLEGIO SAN CARLOS,BOGOTÁ D.C.,2020,73,71.0,75.0,70.0,69.0,84.0,8.0,72.2,361.0,46
019471,COLEGIO SAN CARLOS,BOGOTÁ D.C.,2021,95,73.0,77.0,71.0,70.0,85.0,8.2,73.7,368.5,24
019471,COLEGIO SAN CARLOS,BOGOTÁ D.C.,2022,74,71.0,77.0,71.0,71.0,86.0,6.8,73.5,367.5,31
019471,COLEGIO SAN CARLOS,BOGOTÁ D.C.,2023,78,72.0,76.0,70.0,70.0,86.0,7.0,73.1,365.5,43
019471,COLEGIO SAN CARLOS,BOGOTÁ D.C.,2024,88,72.0,78.0,70.0,70.0,84.0,7.2,73.4,367.0,48
019471,COLEGIO SAN CARLOS,BOGOTÁ D.C.,2025,79,70.0,78.0,69.0,70.0,87.0,7.0,72.9,364.5,70
780007,COLEGIO CALATRAVA - SEDE PRINCIPAL,BOGOTÁ D.C.,2022,17,72.0,75.0,72.0,69.0,83.0,7.8,72.8,364.0,43
780007,COLEGIO CALATRAVA - SEDE PRINCIPAL,BOGOTÁ D.C.,2023,20,72.0,74.0,72.0,69.0,81.0,7.6,72.5,362.5,61
780007,COLEGIO CALATRAVA - SEDE PRINCIPAL,BOGOTÁ D.C.,2024,15,72.0,72.0,69.0,67.0,84.0,7.2,71.1,355.5,109
780007,COLEGIO CALATRAVA - SEDE PRINCIPAL,BOGOTÁ D.C.,2025,15,69.0,74.0,70.0,70.0,83.0,5.4,71.7,358.5,114
025130,GIMN VERMONT,BOGOTÁ D.C.,2020,76,71.0,73.0,69.0,70.0,84.0,8.2,71.8,359.0,57
025130,GIMN VERMONT,BOGOTÁ D.C.,2021,80,71.0,77.0,71.0,71.0,86.0,6.8,73.5,367.5,26
025130,GIMN VERMONT,BOGOTÁ D.C.,2022,87,72.0,77.0,69.0,71.0,85.0,6.8,73.2,366.0,37
025130,GIMN VERMONT,BOGOTÁ D.C.,2023,105,71.0,75.0,69.0,71.0,84.0,6.4,72.5,362.5,61
025130,GIMN VERMONT,BOGOTÁ D.C.,2024,109,73.0,75.0,70.0,70.0,86.0,7.2,73.1,365.5,55
025130,GIMN VERMONT,BOGOTÁ D.C.,2025,117,73.0,73.0,68.0,70.0,87.0,7.8,72.2,361.0,89
098640,GIMNASIO COLOMBO BRITANICO - BILINGÜE INTERNACIONAL,BOGOTÁ D.C.,2020,63,69.0,75.0,71.0,71.0,78.0,8.0,72.0,360.0,52
098640,GIMNASIO COLOMBO BRITANICO - BILINGÜE INTERNACIONAL,BOGOTÁ D.C.,2021,64,71.0,79.0,71.0,75.0,87.0,8.8,75.0,375.0,16
098640,GIMNASIO COLOMBO BRITANICO - BILINGÜE INTERNACIONAL,BOGOTÁ D.C.,2022,64,70.0,76.0,68.0,70.0,87.0,8.4,72.2,361.0,53
098640,GIMNASIO COLOMBO BRITANICO - BILINGÜE INTERNACIONAL,BOGOTÁ D.C.,2023,66,71.0,75.0,69.0,71.0,86.0,6.6,72.6,363.0,54
098640,GIMNASIO COLOMBO BRITANICO - BILINGÜE INTERNACIONAL,BOGOTÁ D.C.,2024,79,70.0,75.0,68.0,69.0,85.0,6.4,71.6,358.0,90
098640,GIMNASIO COLOMBO BRITANICO - BILINGÜE INTERNACIONAL,BOGOTÁ D.C.,2025,82,71.0,73.0,68.0,70.0,86.0,6.6,71.7,358.5,114
023754,LICEO DE COLOMBIA BILINGÜE,BOGOTÁ D.C.,2020,36,67.0,71.0,68.0,66.0,79.0,7.2,68.8,344.0,153
023754,LICEO DE COLOMBIA BILINGÜE,BOGOTÁ D.C.,2021,50,71.0,75.0,69.0,69.0,83.0,8.0,71.9,359.5,64
023754,LICEO DE COLOMBIA BILINGÜE,BOGOTÁ D.C.,2022,63,70.0,70.0,67.0,67.0,83.0,7.2,69.6,348.0,166
023754,LICEO DE COLOMBIA BILINGÜE,BOGOTÁ D.C.,2023,62,71.0,74.0,70.0,69.0,84.0,9.0,72.0,360.0,70
023754,LICEO DE COLOMBIA BILINGÜE,BOGOTÁ D.C.,2024,63,71.0,74.0,69.0,67.0,85.0,7.2,71.4,357.0,97
023754,LICEO DE COLOMBIA BILINGÜE,BOGOTÁ D.C.,2025,62,71.0,73.0,69.0,69.0,86.0,8.0,71.7,358.5,114
023564,INSTITUTO SAN PABLO APOSTOL,BOGOTÁ D.C.,2020,36,66.0,71.0,68.0,66.0,62.0,9.2,67.3,336.5,253
023564,INSTITUTO SAN PABLO APOSTOL,BOGOTÁ D.C.,2021,39,67.0,70.0,63.0,64.0,66.0,9.6,66.0,330.0,348
023564,INSTITUTO SAN PABLO APOSTOL,BOGOTÁ D.C.,2022,32,71.0,78.0,67.0,68.0,74.0,7.4,71.2,356.0,88
023564,INSTITUTO SAN PABLO APOSTOL,BOGOTÁ D.C.,2023,45,69.0,75.0,67.0,68.0,72.0,8.4,69.9,349.5,164
023564,INSTITUTO SAN PABLO APOSTOL,BOGOTÁ D.C.,2024,66,72.0,78.0,68.0,68.0,73.0,7.4,71.6,358.0,90
023564,INSTITUTO SAN PABLO APOSTOL,BOGOTÁ D.C.,2025,83,70.0,76.0,66.0,69.0,73.0,7.2,70.5,352.5,169
158840,GIMN MODERNO SANTA MARGARITA,BOGOTÁ D.C.,2020,25,63.0,64.0,61.0,62.0,56.0,11.2,62.0,310.0,689
158840,GIMN MODERNO SANTA MARGARITA,BOGOTÁ D.C.,2021,40,62.0,62.0,60.0,59.0,64.0,8.2,61.0,305.0,837
158840,GIMN MODERNO SANTA MARGARITA,BOGOTÁ D.C.,2022,24,65.0,67.0,63.0,62.0,65.0,9.8,64.3,321.5,552
158840,GIMN MODERNO SANTA MARGARITA,BOGOTÁ D.C.,2023,18,68.0,66.0,64.0,64.0,66.0,9.2,65.5,327.5,511
158840,GIMN MODERNO SANTA MARGARITA,BOGOTÁ D.C.,2024,23,66.0,70.0,66.0,65.0,66.0,8.8,66.7,333.5,442
158840,GIMN MODERNO SANTA MARGARITA,BOGOTÁ D.C.,2025,32,72.0,73.0,70.0,69.0,72.0,8.8,71.1,355.5,142
019331,COLEGIO BILINGÜE ABRAHAM LINCOLN,BOGOTÁ D.C.,2020,85,69.0,72.0,69.0,69.0,84.0,8.6,70.8,354.0,82
019331,COLEGIO BILINGÜE ABRAHAM LINCOLN,BOGOTÁ D.C.,2021,91,70.0,74.0,70.0,69.0,84.0,8.2,71.8,359.0,64
019331,COLEGIO BILINGÜE ABRAHAM LINCOLN,BOGOTÁ D.C.,2022,83,70.0,74.0,70.0,68.0,84.0,7.6,71.5,357.5,81
019331,COLEGIO BILINGÜE ABRAHAM LINCOLN,BOGOTÁ D.C.,2023,80,70.0,73.0,68.0,69.0,83.0,6.4,71.0,355.0,105
019331,COLEGIO BILINGÜE ABRAHAM LINCOLN,BOGOTÁ D.C.,2024,74,72.0,75.0,70.0,71.0,84.0,8.4,72.9,364.5,59
019331,COLEGIO BILINGÜE ABRAHAM LINCOLN,BOGOTÁ D.C.,2025,79,70.0,75.0,70.0,69.0,84.0,8.0,72.0,360.0,98
025510,LICEO LA SABANA,BOGOTÁ D.C.,2020,43,62.0,65.0,60.0,60.0,65.0,8.0,62.0,310.0,689
025510,LICEO LA SABANA,BOGOTÁ D.C.,2021,46,64.0,66.0,61.0,61.0,72.0,10.0,63.7,318.5,539
025510,LICEO LA SABANA,BOGOTÁ D.C.,2022,28,68.0,70.0,64.0,64.0,74.0,8.0,67.1,335.5,335
025510,LICEO LA SABANA,BOGOTÁ D.C.,2023,45,66.0,71.0,60.0,61.0,72.0,9.8,65.1,325.5,557
025510,LICEO LA SABANA,BOGOTÁ D.C.,2024,26,65.0,70.0,60.0,63.0,76.0,8.8,65.4,327.0,561
025510,LICEO LA SABANA,BOGOTÁ D.C.,2025,21,67.0,74.0,63.0,68.0,74.0,7.0,68.5,342.5,342
023598,ESCUELA TECNOLOGICA INSTITUTO TECNICO CENTRAL,BOGOTÁ D.C.,2020,176,64.0,66.0,64.0,62.0,60.0,8.8,63.7,318.5,507
023598,ESCUELA TECNOLOGICA INSTITUTO TECNICO CENTRAL,BOGOTÁ D.C.,2021,157,67.0,71.0,65.0,66.0,69.0,8.2,67.4,337.0,271
023598,ESCUELA TECNOLOGICA INSTITUTO TECNICO CENTRAL,BOGOTÁ D.C.,2022,170,67.0,70.0,65.0,65.0,68.0,7.6,66.8,334.0,351
023598,ESCUELA TECNOLOGICA INSTITUTO TECNICO CENTRAL,BOGOTÁ D.C.,2023,130,68.0,72.0,65.0,67.0,68.0,7.2,68.0,340.0,284
023598,ESCUELA TECNOLOGICA INSTITUTO TECNICO CENTRAL,BOGOTÁ D.C.,2024,130,68.0,73.0,66.0,66.0,70.0,7.2,68.4,342.0,280
023598,ESCUELA TECNOLOGICA INSTITUTO TECNICO CENTRAL,BOGOTÁ D.C.,2025,139,69.0,73.0,67.0,68.0,71.0,7.8,69.4,347.0,244
023895,LICEO JUAN RAMON JIMENEZ,BOGOTÁ D.C.,2020,48,64.0,68.0,67.0,66.0,73.0,9.6,66.8,334.0,279
023895,LICEO JUAN RAMON JIMENEZ,BOGOTÁ D.C.,2021,53,68.0,69.0,66.0,66.0,76.0,8.8,67.9,339.5,246
023895,LICEO JUAN RAMON JIMENEZ,BOGOTÁ D.C.,2022,46,71.0,70.0,68.0,68.0,77.0,8.0,69.8,349.0,159
023895,LICEO JUAN RAMON JIMENEZ,BOGOTÁ D.C.,2023,47,69.0,69.0,68.0,67.0,80.0,8.2,69.2,346.0,204
023895,LICEO JUAN RAMON JIMENEZ,BOGOTÁ D.C.,2024,47,68.0,68.0,64.0,65.0,75.0,8.6,66.9,334.5,427
023895,LICEO JUAN RAMON JIMENEZ,BOGOTÁ D.C.,2025,38,69.0,70.0,67.0,68.0,78.0,7.6,69.2,346.0,262
019828,COL ANTONIO NARIÑO H.H. CORAZONISTAS,BOGOTÁ D.C.,2020,40,65.0,69.0,64.0,66.0,69.0,6.4,66.2,331.0,314
019828,COL ANTONIO NARIÑO H.H. CORAZONISTAS,BOGOTÁ D.C.,2021,62,67.0,69.0,66.0,66.0,73.0,7.2,67.5,337.5,271
019828,COL ANTONIO NARIÑO H.H. CORAZONISTAS,BOGOTÁ D.C.,2022,53,67.0,71.0,67.0,67.0,74.0,7.0,68.5,342.5,247
019828,COL ANTONIO NARIÑO H.H. CORAZONISTAS,BOGOTÁ D.C.,2023,55,70.0,73.0,67.0,68.0,76.0,7.4,70.0,350.0,152
019828,COL ANTONIO NARIÑO H.H. CORAZONISTAS,BOGOTÁ D.C.,2024,56,67.0,73.0,64.0,66.0,73.0,6.6,67.9,339.5,326
019828,COL ANTONIO NARIÑO H.H. CORAZONISTAS,BOGOTÁ D.C.,2025,72,68.0,72.0,64.0,68.0,74.0,7.4,68.5,342.5,342
062497,COLEGIO SAN MATEO APOSTOL BILINGÜE INTERNACIONAL,BOGOTÁ D.C.,2020,67,67.0,72.0,67.0,68.0,82.0,7.6,69.5,347.5,129
062497,COLEGIO SAN MATEO APOSTOL BILINGÜE INTERNACIONAL,BOGOTÁ D.C.,2021,67,71.0,76.0,69.0,69.0,84.0,7.4,72.2,361.0,50
062497,COLEGIO SAN MATEO APOSTOL BILINGÜE INTERNACIONAL,BOGOTÁ D.C.,2022,58,71.0,74.0,69.0,70.0,83.0,8.0,71.9,359.5,65
062497,COLEGIO SAN MATEO APOSTOL BILINGÜE INTERNACIONAL,BOGOTÁ D.C.,2023,57,70.0,75.0,68.0,70.0,84.0,7.8,71.8,359.0,73
062497,COLEGIO SAN MATEO APOSTOL BILINGÜE INTERNACIONAL,BOGOTÁ D.C.,2024,66,72.0,76.0,70.0,69.0,84.0,6.8,72.7,363.5,62
062497,COLEGIO SAN MATEO APOSTOL BILINGÜE INTERNACIONAL,BOGOTÁ D.C.,2025,1,59.0,66.0,59.0,66.0,80.0,0.0,63.8,319.0,854
062497,COLEGIO SAN MATEO APOSTOL BILINGÜE INTERNACIONAL,BOGOTÁ D.C.,2025,71,69.0,73.0,66.0,68.0,83.0,7.2,70.1,350.5,205
177469,COL  MONTESSORI BRITISH SCHOOL,BOGOTÁ D.C.,2020,46,69.0,73.0,67.0,67.0,84.0,7.4,70.2,351.0,99
177469,COL  MONTESSORI BRITISH SCHOOL,BOGOTÁ D.C.,2021,49,71.0,77.0,69.0,68.0,87.0,7.8,72.5,362.5,46
177469,COL  MONTESSORI BRITISH SCHOOL,BOGOTÁ D.C.,2022,43,70.0,75.0,68.0,68.0,86.0,7.8,71.5,357.5,81
177469,COL  MONTESSORI BRITISH SCHOOL,BOGOTÁ D.C.,2023,44,68.0,72.0,64.0,67.0,85.0,7.6,69.1,345.5,215
177469,COL  MONTESSORI BRITISH SCHOOL,BOGOTÁ D.C.,2024,34,68.0,72.0,66.0,67.0,85.0,7.4,69.5,347.5,214
177469,COL  MONTESSORI BRITISH SCHOOL,BOGOTÁ D.C.,2025,30,71.0,74.0,67.0,68.0,86.0,7.8,71.2,356.0,130
022632,ASPAEN GIMNASIO IRAGUA,BOGOTÁ D.C.,2020,28,67.0,69.0,63.0,65.0,81.0,7.6,67.2,336.0,253
022632,ASPAEN GIMNASIO IRAGUA,BOGOTÁ D.C.,2021,45,69.0,72.0,70.0,67.0,85.0,8.0,70.7,353.5,108
022632,ASPAEN GIMNASIO IRAGUA,BOGOTÁ D.C.,2022,44,69.0,72.0,65.0,65.0,84.0,8.2,69.0,345.0,200
022632,ASPAEN GIMNASIO IRAGUA,BOGOTÁ D.C.,2023,50,69.0,69.0,65.0,64.0,83.0,9.0,68.0,340.0,284
022632,ASPAEN GIMNASIO IRAGUA,BOGOTÁ D.C.,2024,41,69.0,71.0,65.0,64.0,85.0,7.4,68.6,343.0,271
022632,ASPAEN GIMNASIO IRAGUA,BOGOTÁ D.C.,2025,36,70.0,72.0,68.0,68.0,86.0,9.4,70.8,354.0,151
062182,COL BILING BUCKINGHAM,BOGOTÁ D.C.,2020,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13765
062182,COL BILING BUCKINGHAM,BOGOTÁ D.C.,2020,24,68.0,71.0,68.0,65.0,83.0,7.8,69.2,346.0,137
062182,COL BILING BUCKINGHAM,BOGOTÁ D.C.,2021,47,73.0,74.0,72.0,70.0,89.0,8.4,73.5,367.5,26
062182,COL BILING BUCKINGHAM,BOGOTÁ D.C.,2022,49,70.0,72.0,68.0,68.0,85.0,5.8,70.7,353.5,114
062182,COL BILING BUCKINGHAM,BOGOTÁ D.C.,2023,31,69.0,72.0,68.0,67.0,86.0,6.4,70.3,351.5,143
062182,COL BILING BUCKINGHAM,BOGOTÁ D.C.,2024,38,71.0,72.0,70.0,69.0,86.0,7.2,71.7,358.5,90
062182,COL BILING BUCKINGHAM,BOGOTÁ D.C.,2025,38,71.0,72.0,68.0,68.0,87.0,8.6,71.1,355.5,142
157875,COLEGIO CRISTIANO GRACIA Y AMOR,BOGOTÁ D.C.,2020,22,66.0,63.0,63.0,60.0,68.0,8.2,63.4,317.0,522
157875,COLEGIO CRISTIANO GRACIA Y AMOR,BOGOTÁ D.C.,2021,15,66.0,63.0,64.0,62.0,72.0,10.4,64.4,322.0,465
157875,COLEGIO CRISTIANO GRACIA Y AMOR,BOGOTÁ D.C.,2022,13,70.0,69.0,66.0,65.0,79.0,7.6,68.4,342.0,247
157875,COLEGIO CRISTIANO GRACIA Y AMOR,BOGOTÁ D.C.,2023,21,66.0,62.0,59.0,60.0,70.0,9.8,62.4,312.0,864
157875,COLEGIO CRISTIANO GRACIA Y AMOR,BOGOTÁ D.C.,2024,14,69.0,68.0,65.0,66.0,76.0,8.0,67.7,338.5,343
157875,COLEGIO CRISTIANO GRACIA Y AMOR,BOGOTÁ D.C.,2025,18,70.0,67.0,66.0,67.0,78.0,9.0,68.3,341.5,361
063438,COLEGIO NUEVA INGLATERRA BILINGÜE INTERNACIONAL,BOGOTÁ D.C.,2020,55,67.0,71.0,69.0,67.0,80.0,8.0,69.4,347.0,129
