COD_UPZ_GRUPO,n_hogares_muestra,poblacion_expandida,tasa_pobreza_monetaria,tasa_pobreza_extrema,tasa_ipm,ingreso_percapita_promedio,capacidad_pago_promedio,tamano_hogar_promedio,gasto_educ_promedio,tasa_deficit_cuantitativo,tasa_deficit_cualitativo,tasa_deficit_habitacional,pct_estrato_1,pct_estrato_2,pct_estrato_3,pct_estrato_4,pct_estrato_5,pct_estrato_6
071,2573,297101.9999961,0.4456968888729736,0.1490413708291471,0.054795271255709155,644941.2180258469,0.4503924567810265,3.8630385426488734,238418.55806301138,0.008361429090792419,0.14471337553185232,0.15307480462264472,0.002318177117316749,0.8509075995924582,0.1452201069826738,0.0015541163075511474,0.0,0.0
072,2292,83569.99999309999,0.1118603479582606,0.05326559529098401,0.011225539385873595,1512187.8045529118,0.040203632312760626,3.2456508872022853,564025.0549230543,0.0,0.022366428233269457,0.022366428233269457,0.0,0.0025010266999791445,0.9974989733000209,0.0,0.0,0.0
073,2364,167506.0000011,0.2219642795258429,0.07577247004654548,0.0305512445349205,1231332.3061936938,0.17923590846717632,3.4970780660695926,398876.4619564738,0.004742871532928868,0.0939250012470997,0.09866787278002856,0.00567960684210567,0.19212094725018009,0.7082817853546792,0.09391766055303505,0.0,0.0
074,2238,141623.0000024,0.4166244586931509,0.12322933676665691,0.08592613515102616,671310.97978141,0.34682334106301677,3.6287148311396535,179680.37483502133,0.015880503768892672,0.16491889197943976,0.18079939574833243,0.006651877913785442,0.9503846193388015,0.04296350274741312,0.0,0.0,0.0
075,2481,137089.0000028,0.27325235780503826,0.05261715851565532,0.04310188828847913,991938.6290965109,0.25608602748785797,3.539451453940794,301934.03012095386,0.01305724169673307,0.10214813066558211,0.11520537236231519,0.0,0.025691278669536324,0.9719013841386156,0.0024073371918480655,0.0,0.0
076,2644,34600.0000001,0.4229849668369278,0.07810603806913842,0.06015934993046196,681057.2330455217,0.42078201281959315,3.6705448857870797,154005.50180545257,0.0044417649999871625,0.18006367247346802,0.18450543747345519,0.0,0.7371325416337077,0.26174062175935914,0.0011268366069331593,0.0,0.0
077,2209,63491.99999910001,0.22724092487407097,0.052838232866306845,0.024936979032357514,849636.8976627991,0.2624403615248566,3.4567029700026928,254081.26538960834,0.0,0.08781657818904798,0.08781657818904798,0.006809795106566634,0.9706812326115669,0.022508972281866345,0.0,0.0,0.0
078,2078,29887.999995000002,0.19640084303339148,0.05468088856308232,0.01988543944390482,1024898.9616517047,0.16660711877452608,3.5035015496392368,330876.94947077584,0.0,0.05245349740906944,0.05245349740906944,0.0,0.8656432157898893,0.13435678421011052,0.0,0.0,0.0
079,2159,131416.00000330003,0.40825812709679754,0.12494154804352356,0.05182502686681208,795003.2777595875,0.3062280391816022,3.611269558498834,243487.31042366044,0.0011947116347785461,0.055875253803308655,0.0570699654380872,0.001940786074706241,0.9564791211606166,0.04158009276467694,0.0,0.0,0.0
080,2619,56463.0000001,0.5935306666142545,0.20529019623788095,0.1271183377430758,516810.16359232255,0.5326900755901516,3.5970422833243063,110619.65599934079,0.01251670586930819,0.18454373877727973,0.19706044464658795,0.07008493171976322,0.9077473303474705,0.020448619198376906,0.0,0.0,0.0
081,2381,62532.0000021,0.42257089620054694,0.11108279962046193,0.06292296577540878,679816.3293689567,0.4189400908002339,3.539429057897831,175746.67139168124,0.0031220968607024177,0.16472888812374573,0.16785098498444814,0.0053601105320275014,0.978122441841712,0.01651744762626037,0.0,0.0,0.0
082,3134,138658.00000200002,0.6585619570185843,0.2523168302650793,0.12847925674496272,447236.7594871012,0.6481882147939796,3.7817963159676062,124887.69466509685,0.026934634675576812,0.21986511244688564,0.24679974712246242,0.027288221256944595,0.9722349168079414,0.0004768619351140668,0.0,0.0,0.0
083,2264,31305.000003700003,0.4509832228759419,0.17013555991600376,0.02867402106672755,639286.1526365987,0.4272234583012066,3.9121993810964653,191245.77323175452,0.0,0.05690684798880193,0.05690684798880193,0.16510255288896727,0.8334100940493973,0.001487353061635419,0.0,0.0,0.0
084,2513,199171.0000029,0.5522918237042458,0.18795588750799527,0.09968228496473343,536362.5788589469,0.5493628931456228,3.7633010092291874,137178.08860508617,0.010431743932950823,0.17680605468862062,0.18723779862157147,0.02426142697194693,0.9753720865706926,0.0,0.0,0.0,0.0
085,2530,236893.9999938,0.5774122247227872,0.22597022395333363,0.07727423420086241,559243.4881524148,0.5417241991656973,3.6623812802853037,133205.3566644155,0.014041059870604803,0.15374357223675233,0.16778463210735714,0.010853917966547461,0.9885468201365547,0.0005992618968978337,0.0,0.0,0.0
086,2345,141524.0000047,0.5257805841760325,0.18005888039310453,0.07623870728598454,540236.3615340404,0.49282307504086753,3.6768618279558147,122842.87380400246,0.004517391719982253,0.1650564668390113,0.16957385855899354,0.32806178284289667,0.6692759896410106,0.002662227516092589,0.0,0.0,0.0
087,2392,110225.00000209999,0.45206665391654044,0.15713351057083258,0.07448027147057013,552453.5751865588,0.4627239344615857,3.718366457247371,125393.30353983339,0.009199453458658937,0.08655274470780894,0.09575219816646788,0.27270370862986915,0.7241674077884259,0.003128883581704962,0.0,0.0,0.0
089,2548,17278.0000018,0.5518928148284867,0.21040776394381677,0.12479296413794264,570096.0828298577,0.48394687874342496,3.7730787521535163,116817.73103176571,0.025096220862068922,0.3366970347258911,0.36179325558795994,0.040240627354298356,0.9455855951208442,0.008269778549896656,0.004541046341696153,0.0,0.00031073724964930395
092,2114,12306.0000009,0.3174336304253462,0.1538255060508335,0.07415519420878111,1771407.661383216,0.20924943920133884,3.2781323452583844,426611.646352513,0.013537144993321678,0.11042676094593012,0.12396390593925179,0.003069231894786095,0.5798833074336182,0.23419266815287068,0.17839479624081298,0.0012613401266751824,0.0
094,2247,17970.0000019,0.34488806683053497,0.15841324490256065,0.057986075291587454,1385503.844002403,0.25588032929403604,3.0898430860283415,551575.5337932238,0.015655922079591194,0.11333872382774939,0.12899464590734058,0.050557264902834784,0.6220538895836448,0.32149657580351454,0.0,0.0,0.0
095,2541,20880.000003,0.508580371789955,0.22174732574400186,0.10998461591810567,721111.6888979353,0.4559007991011636,3.4665156241666883,179846.8574230533,0.04193090084167659,0.17603539441436272,0.21796629525603933,0.021383970954781995,0.9213019936942574,0.055947981768781414,0.0,0.0,0.0
096,2421,45301.999997399995,0.6893146738464576,0.3337012588443694,0.15266626362405486,441254.99481158704,0.6368468185765706,4.119486634636676,109937.89935469594,0.09105156276183687,0.251855324521099,0.34290688728293583,0.08970862514752644,0.8662240771434414,0.003076170734360471,0.0,0.0,0.0
098,2261,43325.0000007,0.19539201921669305,0.04347811778348679,0.01712714897144861,1447423.36270404,0.1468334643507725,3.1018025559291114,344089.13322693633,0.006572945610972856,0.07596983287124803,0.0825427784822209,0.0037395459687797426,0.0,0.8700645168191797,0.12619593721204067,0.0,0.0
100,2367,39000.9999961,0.1300010708368248,0.08276876309383857,0.01424675583845446,2456485.9569471865,0.05642103158688347,2.6386756289323565,480391.03602248005,0.003413888323717704,0.05928942482324117,0.06270331314695887,0.0013790921105966117,0.0,0.4503994729995785,0.5458095137414081,0.0,0.0
101,2306,29341.999999699998,0.09990785814293411,0.05805458169577453,0.0050594894486237435,2815385.655602662,0.020734912344292162,2.4581278668542517,440328.19507524977,0.005674296148923124,0.020295560469841482,0.025969856618764605,0.007878370673517944,0.0003310273464692015,0.13702796977169615,0.8547626322083168,0.0,0.0
102,2165,39295.0,0.4324740129100394,0.15802023246977984,0.10448104922509226,862033.7606376254,0.3752397003969971,3.334361474559104,238742.41054684695,0.026789190041990076,0.21042827307291004,0.2372174631149001,0.0017800902913856725,0.2632160191322051,0.6492448415421809,0.08326011980659118,0.0,0.0
107,2186,29358.0000039,0.0487869244297885,0.038170680974560056,0.004048308072219211,3378316.7442642967,0.0024197899138416385,2.710005256282137,828232.5569127,0.004225201648052378,0.009623799092665275,0.013849000740717654,0.00037430549419375326,0.0,0.1096859085418702,0.8838071589874363,0.0012717750866898317,0.0
109,2118,25736.999998,0.035871444044439635,0.027682769038946477,0.0015624750088636963,3700103.7173449295,0.0,2.9252565042409966,1306965.47646306,0.0,0.00853136438268107,0.00853136438268107,0.0,0.0007165326728613695,0.013377393461815865,0.8843900996218977,0.1015159742434251,0.0
110,2282,45822.999997700004,0.05842067584257617,0.04705984018087506,0.001439731379510538,3064533.819915193,0.0,2.9983668768172365,1038728.2522487685,0.0006455036379434925,0.005357943262386209,0.006003446900329702,0.0,0.000429487685245135,0.18635821708811345,0.6520284548894586,0.15844928820383722,0.00273455213334547
112,2230,50890.000004999994,0.07607199163331972,0.05278633156683177,0.0010062199723908215,2453393.8577843313,0.0036411659949261974,3.008174395263493,744634.0150761756,0.0,0.026388683905837235,0.026388683905837235,0.0,0.0,0.10391591418511338,0.8960840858148867,0.0,0.0
114,2868,44465.9999975,0.0559976243520891,0.03766649855382013,0.0022543014641666836,2565234.806302331,0.004809971895651169,3.1635408625288726,931471.5082246308,0.0,0.01609802543831793,0.01609802543831793,0.0,0.0008780846714837226,0.15548232107202592,0.8413528221855661,0.002081969707309066,0.0
116,1976,12064.0000031,0.13625275525344965,0.04887122421655332,0.006883345895114525,1429556.6591941,0.06415595836381935,3.178647379645739,520192.18169948494,0.0026039639167711962,0.03304031309661597,0.03564427701338716,0.0009889468001437554,0.005641073539664512,0.9891015429819119,0.0,0.0,0.0
802,2434,181897.9999923,0.22397705476874197,0.10812511278206777,0.01952087412423617,1552872.4737284973,0.06395058441155163,3.0813510136682445,450872.60801803955,0.0,0.04721085549463724,0.04721085549463724,0.0,0.2815708938249354,0.6232368198913618,0.09519228628370285,0.0,0.0
803,2561,98350.0000013,0.028990755060115017,0.024766258722600958,0.0009042102277460552,5577758.199290498,0.0,2.8116575765922205,1987339.1108201395,0.0028474247452597696,0.011951417778184679,0.014798842523444447,0.0,0.0,0.0028377698393117524,0.00554913688858959,0.34737373838585067,0.6430644066890089
804,2206,38226.999995,0.09801326955528988,0.03141599067562404,0.014681858324571882,2283267.2203508005,0.04275955336578329,3.1868803945309443,933373.8728610077,0.004441399043142465,0.04609137432522712,0.050532773368369574,0.0,0.14814737442228626,0.3270162118747242,0.5085041032762844,0.0050803818825804255,0.011251928544124821
806,2105,58582.9999961,0.09020888765429928,0.0399512966364954,0.009916163522500947,2774482.772755313,0.04379733330950633,3.4055110312510712,1219710.4239384222,0.003344565590923029,0.11584014593059039,0.11918471152151341,0.004415568653316162,0.0034170086699780882,0.32500998255923286,0.5218925966446816,0.09070973001645133,0.054555113456339975
807,2247,74241.00000300001,0.22678613149499113,0.10094147459890324,0.01851432268348294,1541009.6269841464,0.12609540344852188,3.329208538159674,536235.1486981547,0.010661316856831346,0.060697773016499056,0.0713590898733304,0.0,0.0010940400748470234,0.6804029244886085,0.3185030354365443,0.0,0.0
808,2409,44962.0000004,0.06416226865963114,0.04823627049687971,0.0024763228103511733,3003381.210080292,0.0030948256549700203,3.0505346313638135,1029467.8670509793,0.003111792455823924,0.01119373635949296,0.014305528815316885,0.0,0.0,0.0039489564565281885,0.7327045621548625,0.2633464813886095,0.0
809,1756,18582.999995899998,0.39106736843907747,0.14146940630576468,0.04973664538577842,866486.6269567932,0.24932828445472996,3.4273973689583133,183506.30291052163,0.0,0.10618575814106236,0.10618575814106236,0.14061354824713534,0.04529235997340036,0.8140940917794643,0.0,0.0,0.0
810,2143,70136.9999997,0.16295647127406201,0.08372509183776206,0.016321329756118687,1794159.3988087424,0.0771487593498887,3.1033592045230196,603571.2366683204,0.006591591154483047,0.04136386306532087,0.047955454219803906,0.0,0.0019254903032718488,0.6532941027445713,0.34478040695215695,0.0,0.0
811,2340,79206.00000269999,0.6696752270395158,0.20266343685267293,0.2111578821191561,416047.43401713466,0.6741151787551435,4.0342400292302045,83900.55651657193,0.05051339069721504,0.27499174098499507,0.32550513168221024,0.7152356892289584,0.26200226140182054,0.0016097787894307706,0.0,0.0,0.0
812,2263,57441.0000064,0.5448391880296831,0.13729557755299018,0.1302615537432553,563914.7293928496,0.5960009682558729,3.719585309359075,109152.090550102,0.020377114906940802,0.19018462966318167,0.21056174457012247,0.4655447791546197,0.5177217828813319,0.00384826675676557,0.0,0.0,0.0
813,2067,19069.999997699997,0.14183901963955062,0.04073306406888758,0.010470096220455232,1777240.5281156462,0.08774083455174642,3.315833386419844,689567.29989597,0.001583689932021106,0.049970330603824435,0.05155402053584554,0.005284134174732749,0.0009537241165282417,0.5084402894058424,0.483905863178447,0.0,0.0
814,2620,28215.0000017,0.18787335145421286,0.059295691975870896,0.03594464868115875,2563450.466078537,0.09536633990210447,2.8222952371895125,512925.37539936113,0.011522696628758157,0.08681012685991221,0.09833282348867037,0.0032088560019331897,0.0570483464328555,0.6061727153028357,0.3079754846137318,0.022649876372904318,0.0013390194009471439
815,2562,59757.0000027,0.7427204357078611,0.3471255342782061,0.14833686544839084,367369.9984581359,0.6967994677095343,3.9510445045707145,102517.34063421737,0.06900543840075113,0.18329499341173594,0.25230043181248707,0.8535166875444803,0.09768005542005562,0.0,0.0,0.0,0.0
